Gene_id	A1	B1	A2	B2	length
G04719	148	250	433	64	1041
G04720	1873	2647	5313	759	891
G04721	223	979	544	179	435
G04722	351	913	1251	150	3645
G04723	635	1294	1746	221	2685
G04724	11263	10319	59082	4110	2589
G04725	91	215	185	42	783
G04726	7725	7280	34392	1899	894
G04727	285	370	713	108	885
G04728	570	1353	1858	318	2700
G04729	1197	1683	2764	771	2211
G04730	6094	8766	14457	3524	1608
G04731	25504	48534	41990	13959	1581
G04732	11857	16355	38235	5496	1818
G04733	154	204	151	78	996
G04734	1105	2872	3419	1115	1332
G04735	569	848	1551	177	2571
G04736	352	416	1238	124	3099
G04737	353	740	1079	157	1590
G04738	496	522	1817	155	1260
G04739	475	772	1133	152	1959
G04740	15	31	68	11	1803
G04741	1	2	9	2	363
G04742	513	754	1310	302	927
G04743	179	169	375	97	462
G04744	963	1167	2231	364	1206
G04745	4991	6605	20389	1889	2706
G04746	6	30	24	2	1566
G04747	454	793	1384	295	2262
G04748	304	587	828	123	1614
G04749	570	1041	1915	236	1542
G04750	896	1428	3580	434	1797
G04751	2302	1932	6902	1016	1692
G04752	319	647	1216	170	1749
G04753	0	2	0	0	1002
G04754	20	56	64	9	1014
G04755	59	90	155	24	678
G04756	814	992	3914	388	3255
G04757	2524	7661	9340	1774	870
G04758	236	332	698	101	1074
G04759	98	435	336	128	888
G04760	479	1074	1398	281	1125
G04761	438	395	1775	159	879
G04762	33	73	107	19	1461
G04763	250	264	1408	86	1158
G04764	494	570	2366	193	1035
G04765	700	551	1744	451	939
G04766	132	227	615	72	3576
G04767	1295	1631	3483	1207	861
G04768	1460	1540	4721	385	2820
G04769	146	848	445	147	336
G04770	16	28	39	9	1728
G04771	659	1256	2266	336	2022
G04772	1928	2049	7361	619	4257
G04773	207	433	553	69	504
G04774	482	830	1767	182	1440
G04775	1	2	1	0	1890
G04776	322	2440	809	784	963
G04777	619	788	1804	229	3531
G04778	490	1265	2405	342	1017
G04779	23	20	56	11	1002
G04780	179	280	669	113	1407
G04781	567	586	1776	267	1113
G04782	989	945	3895	384	2997
G04783	236	326	628	89	1425
G04784	8125	8502	30176	2319	681
G04785	242	272	694	56	1881
G04786	185	211	568	46	813
G04787	143	66	507	58	699
G04788	370	463	1253	97	1752
G04789	55	128	190	14	1503
G04790	2801	3231	12843	515	1335
G04791	125	173	381	59	894
G04792	23	38	89	16	1053
G04793	1289	894	6469	296	522
G04794	307	397	1209	95	1698
G04795	29	49	50	14	1026
G04796	1	6	3	0	180
G04797	852	2379	1563	447	2064
G04798	509	680	1871	136	993
G04799	55	103	174	17	1716
G04800	483	633	1335	183	834
G04801	4199	3951	11878	1307	1635
G04802	752	854	2057	523	954
G04803	1261	1821	4358	421	2388
G04804	174	263	474	40	1620
G04805	3154	3527	9346	1163	1170
G04806	1236	2903	3887	658	3354
G04807	1870	1808	6060	621	1905
G04808	290	313	1193	73	630
G04809	38	86	211	17	837
G04810	446	897	1267	157	1737
G04811	1784	1711	8743	452	3147
G04812	502	754	1443	233	1869
G04813	2012	1565	11510	945	1635
G04814	260	340	970	111	813
G04815	2873	3472	8401	1272	435
G04816	1053	1772	2921	316	7350
G04817	1295	1036	5929	330	2280
G04818	1514	1428	4813	679	621
G04819	6401	9111	23012	3644	891
G04820	1108	1125	4158	392	1164
G04821	2800	3293	9405	886	3816
G04822	420	630	1424	159	915
G04823	280	364	988	116	405
G04824	2055	3225	6849	755	672
G04825	54	71	118	3	927
G04826	1617	1251	7210	518	2154
G04827	361	357	1256	120	771
G04828	272	1646	626	228	456
G04829	3102	3888	8752	1028	567
G04830	335	401	1154	116	645
G04831	882	842	3909	374	573
G04832	673	670	1693	179	966
G04833	1398	1188	4570	696	1350
G04834	1036	1205	3882	427	462
G04835	216	326	693	118	732
G04836	412	528	1398	139	1260
G04837	312	397	1246	80	2268
G04838	127	170	357	57	210
G04839	681	697	2244	261	561
G04840	999	1136	3717	182	954
G04841	689	845	1825	143	762
G04842	2524	3195	8960	807	2928
G04843	1410	1863	5124	546	1218
G04844	665	967	1921	184	2184
G04845	4	14	19	8	1803
G04846	640	896	2112	238	2805
G04847	1194	1544	4112	366	2256
G04848	279	469	909	154	1647
G04849	32	72	66	16	1308
G04850	1195	1627	4847	541	921
G04851	364	527	1148	118	1218
G04852	10	23	28	5	726
G04853	1187	985	4263	377	1701
G04854	495	740	1922	305	888
G04855	1721	2877	5161	712	2343
G04856	489	661	1745	207	2766
G04857	1503	3975	4943	825	1236
G04858	89	217	264	55	870
G04859	1680	1913	5506	964	1095
G04860	173	296	477	99	2130
G04861	253	477	436	182	1884
G04862	561	691	1127	229	1017
G04863	463	781	1574	254	579
G04864	125	178	583	34	1671
G04865	388	528	1279	186	384
G04866	1032	638	6134	334	2223
G04867	90	122	240	42	1026
G04868	19	63	35	5	1098
G04869	12	77	58	13	900
G04870	191	391	681	118	1404
G04871	210	264	665	133	1149
G04872	0	8	3	0	444
G04873	110	254	638	54	198
G04874	328	413	913	130	1152
G04875	208	237	567	75	603
G04876	950	504	6412	219	1530
G04877	164	192	558	79	516
G04878	6	22	19	6	405
G04879	149	230	374	92	1377
G04880	232	583	809	132	1002
G04881	1288	1242	4878	645	2505
G04882	629	791	944	320	798
G04883	14	60	35	11	2400
G04884	1	3	3	1	405
G04885	484	587	971	220	2193
G04886	459	650	1146	152	3342
G04887	195	402	605	92	2751
G04888	102	195	360	36	1143
G04889	253	378	1045	118	1374
G04890	555	508	1641	281	1344
G04891	3505	3725	9221	1138	918
G04892	122	136	510	40	1413
G04893	40	60	208	17	969
G04894	320	416	829	136	684
G04895	895	1469	2188	425	3504
G04896	0	1	0	0	240
G04897	0	1	4	0	300
G04898	1412	2136	4363	599	3024
G04899	361	433	1133	220	675
G04900	8781	14040	13697	3550	1377
G04901	511	825	1404	209	2742
G04902	119	407	397	81	1884
G04903	0	2	10	2	360
G04904	17069	29949	71892	8527	810
G04905	2472	3032	7988	632	2580
G04906	586	769	2826	290	666
G04907	180	229	674	76	711
G04908	210	258	748	52	1359
G04909	626	1021	2168	304	1266
G04910	449	852	1677	207	4104
G04911	991	1186	2721	269	1875
G04912	932	1066	2922	260	768
G04913	905	1283	1811	188	1194
G04914	3953	5206	11212	1772	282
G04915	285	365	690	85	1149
G04916	0	0	1	2	156
G04917	7992	15105	36681	3585	1197
G04918	331	293	1174	99	573
G04919	318	387	895	131	1605
G04920	469	734	580	82	1590
G04921	737	643	1664	483	297
G04922	1816	1880	6959	750	1236
G04923	0	19	30	0	1161
G04924	10125	17780	39056	4186	1548
G04925	2439	7934	12268	1550	1920
G04926	8904	16966	28572	2530	1038
G04927	102	137	213	28	987
G04928	960	821	3129	167	1485
G04929	1388	1944	4574	867	1476
G04930	339	483	1513	91	459
G04931	1032	1008	3410	487	921
G04932	235	369	845	63	1698
G04933	0	8	5	0	2562
G04934	235	253	597	101	1443
G04935	5	10	20	0	726
G04936	237	236	910	83	900
G04937	166	128	781	51	1602
G04938	556	689	1762	249	717
G04939	423	700	1484	175	1425
G04940	167	158	251	67	1266
G04941	918	1078	1885	239	1230
G04942	538	303	1563	165	504
G04943	240	310	753	37	1050
G04944	2196	2197	5724	437	2034
G04945	585	545	2864	142	1959
G04946	914	1257	2258	319	816
G04947	441	533	1358	121	864
G04948	1029	1269	3902	351	1215
G04949	1107	980	5519	291	3720
G04950	3226	4813	8175	1284	450
G04951	2160	1681	10470	582	3249
G04952	877	1248	3080	301	942
G04953	37	83	189	35	1224
G04954	1666	3675	5525	1091	1116
G04955	182	615	427	86	2346
G04956	1602	4826	4399	977	984
G04957	750	761	3391	172	1512
G04958	116	194	405	40	1617
G04959	774	800	2335	252	2565
G04960	1689	1125	6207	456	777
G04961	784	1620	2186	226	2919
G04962	16	22	63	3	1650
G04963	117	192	400	66	1788
G04964	378	348	1281	298	1191
G04965	3316	4590	15434	3495	864
G04966	146	199	346	37	870
G04967	187	128	502	77	549
G04968	1123	852	3854	421	1131
G04969	1840	3520	5688	787	3267
G04970	179	222	541	121	1155
G04971	10970	12059	41062	3968	2325
G04972	14	51	42	10	1929
G04973	524	615	1644	182	1767
G04974	1523	1348	4916	596	696
G04975	825	1659	2044	392	2898
G04976	17	45	38	19	1254
G04977	765	1246	2042	226	579
G04978	520	1089	1751	248	1560
G04979	11322	10042	43043	3181	501
G04980	22	62	61	13	963
G04981	2	4	21	1	186
G04982	1566	1666	5329	505	2823
G04983	0	0	0	0	1119
G04984	519	559	1807	203	1074
G04985	704	471	3879	210	1971
G04986	2307	1740	6495	798	639
G04987	455	497	1642	173	1845
G04988	185	288	572	57	1320
G04989	1358	995	8175	430	2901
G04990	1169	782	4120	458	1626
G04991	1325	1921	3756	335	4404
G04992	448	408	3572	135	1557
G04993	3728	4978	19090	1484	1551
G04994	1673	2190	6505	684	1440
G04995	671	276	2359	254	534
G04996	717	598	2214	375	396
G04997	1767	2048	6467	733	3177
G04998	693	893	2075	316	2487
G04999	388	183	2918	82	1467
G05000	903	683	2514	310	510
G05001	3329	3076	14007	1258	630
G05002	2556	3090	13979	986	2025
G05003	638	676	1987	236	2589
G05004	285	452	994	147	1053
G05005	3692	6662	14040	1648	1788
G05006	8890	11655	25728	3283	5082
G05007	5251	12248	13801	2042	3582
G05008	157	269	368	83	1680
G05009	9164	9721	34271	2392	531
G05010	958	1091	3233	398	1074
G05011	266	372	667	61	378
G05012	468	926	1403	172	2235
G05013	682	1133	2139	291	3687
G05014	434	431	1635	151	1617
G05015	141	177	392	55	2064
G05016	529	644	1544	203	1062
G05017	51	55	311	31	1383
G05018	506	599	2245	102	1725
G05019	46	57	159	12	489
G05020	5336	2684	19942	1286	243
G05021	6	14	10	6	753
G05022	58	106	114	19	441
G05023	85	219	197	82	663
G05024	110	220	331	44	1116
G05025	187	342	436	77	1095
G05026	144	236	382	39	1425
G05027	1929	2380	5551	520	3198
G05028	0	0	1	2	285
G05029	1110	833	3016	339	1128
G05030	40	112	102	29	1041
G05031	36	77	168	19	732
G05032	3	14	17	5	399
G05033	425	517	1203	162	1665
G05034	168	194	948	97	771
G05035	415	441	1385	285	1110
G05036	4436	6787	17053	1860	1362
G05037	429	891	1239	198	3495
G05038	7300	8449	26217	2962	1875
G05039	981	1656	2579	302	657
G05040	1095	1515	3377	446	2007
G05041	576	594	2420	198	1557
G05042	2026	1882	7783	681	1479
G05043	186	383	585	117	1929
G05044	633	576	2175	195	2565
G05045	292	392	1065	97	1248
G05046	2692	1882	9911	529	2409
G05047	2	25	20	9	540
G05048	1685	1621	3642	674	546
G05049	1371	1977	3517	693	1704
G05050	0	2	2	0	669
G05051	1524	7593	3776	1393	1596
G05052	85	120	306	40	1821
G05053	1927	890	12646	626	2028
G05054	118	239	533	52	1272
G05055	58	61	231	18	885
G05056	4	7	7	0	963
G05057	4361	12743	8960	2521	1029
G05058	316	638	862	208	2898
G05059	58	138	184	27	1332
G05060	51	130	147	62	1005
G05061	336	409	1031	139	1191
G05062	154	209	581	38	795
G05063	10	17	37	1	648
G05064	1211	1737	3198	371	3642
G05065	0	0	1	1	327
G05066	1826	1374	4847	477	1898
G05067	456	543	1201	76	2043
G05068	1029	1374	3426	497	1536
G05069	446	649	1972	248	897
G05070	580	777	1494	1149	759
G05071	129	221	912	135	1200
G05072	40	104	538	72	807
G05073	22	43	94	42	654
G05074	18	47	93	23	276
G05075	5	29	11	1	1215
G05076	21	75	137	170	834
G05077	78	158	291	37	2361
G05078	2	41	7	3	642
G05079	199	293	844	82	1044
G05080	206	368	747	114	1374
G05081	6553	10069	18632	3198	3420
G05082	189	519	490	95	1626
G05083	2152	2720	6390	983	3177
G05084	486	478	1432	120	2391
G05085	130	227	427	54	1614
G05086	577	929	1486	312	1812
G05087	443	747	1298	166	1215
G05088	19	103	120	35	1488
G05089	987	1391	2894	396	2691
G05090	1277	3766	3953	596	642
G05091	328	449	1292	109	834
G05092	2157	2740	6720	945	1653
G05093	683	822	1101	141	846
G05094	6	7	13	0	1479
G05095	45	96	58	20	1497
G05096	9	19	22	11	750
G05097	57	82	132	18	273
G05098	282	350	691	123	2640
G05099	81	93	255	80	618
G05100	28	49	70	22	972
G05101	0	4	12	3	261
G05102	1377	2939	3394	915	864
G05103	92	141	259	68	948
G05104	1668	3061	5741	585	1902
G05105	1298	1283	4659	455	4524
G05106	268	613	486	122	2001
G05107	257	400	652	141	495
G05108	603	2157	4388	994	1389
G05109	1649	1516	5001	500	2982
G05110	372	654	900	156	1260
G05111	303	439	1089	156	846
G05112	64	103	239	31	4044
G05113	306	171	1633	158	396
G05114	126	203	502	59	1005
G05115	877	1311	2485	183	5112
G05116	0	3	18	2	699
G05117	1	1	2	0	1209
G05118	1	0	1	0	366
G05119	0	2	0	0	1593
G05120	1705	2251	5057	835	957
G05121	4	3	8	0	1125
G05122	198	322	586	95	1014
G05123	512	645	1789	238	1779
G05124	377	848	1103	189	2073
G05125	1546	872	7070	453	1683
G05126	1040	758	4270	271	864
G05127	120	420	473	145	1161
G05128	419	808	1854	197	1218
G05129	131	155	469	98	612
G05130	297	731	1015	190	2532
G05131	2412	1452	7195	772	600
G05132	1197	1351	5265	380	1776
G05133	1280	1002	3948	368	2391
G05134	3926	4231	14286	1195	2862
G05135	705	1409	2868	502	1614
G05136	525	1377	1183	249	2922
G05137	730	1487	3477	469	2673
G05138	755	748	3064	416	2418
G05139	948	1243	2900	287	1857
G05140	1379	1352	4987	583	1002
G05141	189	229	551	161	600
G05142	2963	7129	12425	1989	1101
G05143	439	531	1399	85	1959
G05144	188	374	548	103	2316
G05145	1250	5993	3506	938	1353
G05146	718	1105	1790	264	4194
G05147	0	1	1	0	567
G05148	7	41	13	5	1806
G05149	34	71	82	14	1104
G05150	6890	10594	5996	2314	1206
G05151	38	37	91	10	786
G05152	498	788	1344	304	1698
G05153	837	1306	1825	365	1881
G05154	85	43	226	51	912
G05155	312	448	1118	135	1167
G05156	2767	6569	1848	1503	528
G05157	4	49	6	2	1455
G05158	1	6	3	0	1062
G05159	3	14	6	0	2619
G05160	0	1	0	0	504
G05161	0	3	1	0	384
G05162	404	1367	710	382	648
G05163	2	9	5	0	678
G05164	59	66	1636	199	2298
G05165	1553	715	6711	168	2319
G05166	99	83	191	56	390
G05167	23925	32042	64480	8424	474
G05168	14	30	26	3	2019
G05169	54	97	303	83	705
G05170	172	212	1363	493	1884
G05171	1940	2016	7624	642	1743
G05172	5	28	14	7	1176
G05173	2	13	11	5	498
G05174	10	54	179	51	3147
G05175	892	1345	756	519	519
G05176	19	20	306	42	4347
G05177	0	13	3	1	1581
G05178	0	6	0	1	975
G05179	0	0	1	0	357
G05180	386	552	953	300	984
G05181	1461	2330	1498	223	927
G05182	870	968	2650	347	588
G05183	4	18	9	1	198
G05184	5	27	18	2	723
G05185	359	486	954	215	876
G05186	6	25	24	7	1569
G05187	18	41	47	10	915
G05188	42	51	209	15	501
G05189	46	96	188	19	2943
G05190	0	0	0	0	444
G05191	57	174	165	24	1458
G05192	238	285	815	124	732
G05193	28	14	96	14	570
G05194	676	1061	1645	240	2274
G05195	1031	936	3978	878	735
G05196	684	1020	2022	412	1152
G05197	34	90	165	56	648
G05198	370	906	1830	527	2058
G05199	308	528	1036	105	1158
G05200	3275	3064	13180	938	1704
G05201	3240	2952	10868	1009	564
G05202	280	356	1099	106	1503
G05203	99	171	230	30	1440
G05204	463	572	1936	128	1914
G05205	304	346	1116	95	903
G05206	4181	4308	11938	1865	864
G05207	187	196	575	74	759
G05208	11	65	40	5	1293
G05209	285	914	867	171	1395
G05210	0	0	15	0	498
G05211	96	138	292	24	2067
G05212	2723	5265	6916	690	357
G05213	484	826	1457	178	2262
G05214	701	1085	1565	249	1116
G05215	213	341	617	91	348
G05216	95	163	254	23	936
G05217	25	60	75	7	855
G05218	181	235	108	27	207
G05219	17	14	30	7	765
G05220	951	1101	3194	377	1320
G05221	889	1579	2553	331	1719
G05222	260	225	1115	128	1926
G05223	64	103	192	37	1605
G05224	167	408	488	120	1341
G05225	1856	2799	5461	526	2376
G05226	1678	3279	5888	1159	1464
G05227	1434	1222	4817	593	729
G05228	288	337	938	107	1251
G05229	231	300	677	78	1173
G05230	3199	2577	11044	1322	450
G05231	241	238	664	91	861
G05232	693	1272	2462	527	1926
G05233	0	4	10	1	1266
G05234	13	12	48	2	1713
G05235	2305	3071	5541	802	1974
G05236	143	288	591	64	825
G05237	874	1603	3090	517	2091
G05238	37	89	141	47	1485
G05239	56	97	170	18	2967
G05240	57	90	96	12	1869
G05241	552	998	1232	189	1458
G05242	1189	1456	3827	426	1944
G05243	169	274	1199	122	1140
G05244	3011	6097	14717	1705	2028
G05245	1650	2411	5931	556	4599
G05246	1552	2175	5456	496	1812
G05247	265	220	643	194	915
G05248	292	388	1029	132	351
G05249	496	306	1775	376	1347
G05250	328	390	1085	181	747
G05251	1270	2505	5927	929	516
G05252	33	31	57	18	492
G05253	192	368	359	80	1491
G05254	87	102	182	21	444
G05255	671	1015	1778	250	1560
G05256	2621	4198	6416	779	2253
G05257	11984	22686	37774	5648	945
G05258	803	1014	2064	285	2112
G05259	464	434	1324	221	1035
G05260	286	326	1038	63	1122
G05261	202	290	471	99	2004
G05262	698	1129	1784	254	2169
G05263	3331	6555	12218	914	1314
G05264	1196	1265	4041	499	2022
G05265	1251	814	3896	619	618
G05266	1044	1402	2687	349	738
G05267	10	26	35	7	1074
G05268	1439	4684	8682	783	1392
G05269	765	1504	1981	326	1719
G05270	810	485	2863	237	285
G05271	686	806	2184	215	2277
G05272	133	230	434	60	1662
G05273	822	1093	2616	276	654
G05274	22	31	69	0	321
G05275	238	193	883	89	1224
G05276	1833	3098	6523	641	2499
G05277	2913	1869	17616	951	2562
G05278	67	100	182	36	534
G05279	20	25	81	3	2634
G05280	1845	1877	5661	731	2613
G05281	39	50	69	17	315
G05282	373	422	1944	74	1221
G05283	50	70	172	22	489
G05284	0	0	1	0	558
G05285	60	59	209	17	744
G05286	219	323	841	55	993
G05287	868	901	2057	268	1950
G05288	2330	4103	5193	1106	687
G05289	368	429	1112	259	930
G05290	1452	1424	4045	317	675
G05291	9	52	37	12	1236
G05292	1568	1365	7157	451	1377
G05293	900	857	3265	245	639
G05294	290	334	790	121	957
G05295	447	596	1892	114	936
G05296	241	664	2292	73	3240
G05297	8760	13180	27617	2939	12114
G05298	926	1064	4904	261	963
G05299	9842	10556	37448	2662	714
G05300	194	300	446	69	984
G05301	3	5	34	4	2067
G05302	412	1280	1142	227	3543
G05303	440	494	1190	194	1020
G05304	30	130	133	4	2616
G05305	156	226	501	67	1338
G05306	14	14	39	3	255
G05307	1	3	7	0	315
G05308	1	0	0	0	168
G05309	1071	1193	3077	337	3177
G05310	1951	1716	5968	1000	264
G05311	98	167	347	53	990
G05312	274	372	852	246	849
G05313	117	471	370	59	1260
G05314	25	49	130	1	585
G05315	462	643	2128	295	2580
G05316	527	1007	1395	257	1740
G05317	682	892	1966	373	651
G05318	4349	5928	10675	1888	3468
G05319	434	537	1172	211	2025
G05320	7394	9663	23367	2331	1491
G05321	7	19	41	1	1725
G05322	6214	7089	23181	2183	5955
G05323	4688	6384	11543	1803	2013
G05324	397	440	1215	200	867
G05325	253	839	667	166	3729
G05326	0	4	3	0	156
G05327	275	475	788	180	1122
G05328	194	336	687	74	1791
G05329	1691	2356	5080	548	2244
G05330	1106	756	3011	692	777
G05331	310	483	819	86	1944
G05332	222	319	540	61	1620
G05333	1392	1772	3723	470	1347
G05334	8	46	29	12	2373
G05335	10	28	38	4	2223
G05336	840	1456	5873	296	4080
G05337	639	576	2946	205	1794
G05338	4690	17381	18966	3892	4278
G05339	1238	2153	1422	265	864
G05340	623	1169	1072	223	978
G05341	898	1558	1784	182	1773
G05342	79	280	242	16	1326
G05343	1664	2957	4302	499	5898
G05344	2506	3686	8072	957	2574
G05345	279	750	794	198	1062
G05346	956	1914	2930	816	3714
G05347	2006	5142	9559	845	1140
G05348	1984	3782	4945	788	1353
G05349	796	1033	2543	403	1212
G05350	1008	1842	4205	637	2232
G05351	5	7	4	2	315
G05352	112	275	435	59	279
G05353	5414	5631	13202	2432	477
G05354	144	291	856	131	1476
G05355	1017	930	3102	253	2664
G05356	8	18	36	4	1464
G05357	763	1246	1799	294	2640
G05358	1094	1900	3972	514	2724
G05359	979	1076	3378	408	1539
G05360	1562	1609	3501	610	2379
G05361	479	853	1545	201	852
G05362	4	9	9	1	528
G05363	644	509	2732	290	1353
G05364	2042	4293	4572	1065	1122
G05365	27	60	107	27	1101
G05366	6805	8633	23844	2599	2400
G05367	202	581	453	74	1695
G05368	4626	5130	15578	1185	939
G05369	3788	5851	9395	1208	9564
G05370	373	503	1061	153	2304
G05371	3126	6816	6885	920	690
G05372	552	702	687	172	1467
G05373	278	282	787	66	2937
G05374	259	226	899	194	537
G05375	684	925	1927	289	2703
G05376	571	658	1968	215	3081
G05377	7578	12581	27260	2026	3174
G05378	722	877	2226	294	1944
G05379	620	496	1361	568	918
G05380	1636	1333	5913	521	1929
G05381	564	1498	1370	368	1944
G05382	1	9	13	0	1035
G05383	4861	6390	10781	1415	1842
G05384	7448	11513	25307	2851	978
G05385	402	373	1497	136	2070
G05386	494	472	1365	133	411
G05387	91	192	324	36	837
G05388	132	196	431	52	2121
G05389	9	9	14	0	1485
G05390	27	114	135	17	1212
G05391	41	67	101	10	612
G05392	595	387	2567	207	1224
G05393	959	877	3094	393	2121
G05394	515	737	1901	204	1035
G05395	858	981	3672	298	2322
G05396	235	208	763	81	876
G05397	249	426	833	89	1890
G05398	293	247	900	71	717
G05399	1322	1437	4459	456	1938
G05400	722	533	2618	175	1320
G05401	3107	3880	10986	1057	2526
G05402	720	832	1902	180	585
G05403	534	450	1407	129	1104
G05404	1	6	7	0	1008
G05405	230	441	500	91	1794
G05406	255	131	783	73	231
G05407	1116	3326	3817	1186	1290
G05408	1120	902	4752	354	1254
G05409	739	1059	2870	311	1434
G05410	169	334	1153	145	1383
G05411	8	27	49	6	2277
G05412	0	1	0	0	208
G05413	121	334	275	66	2148
G05414	23	43	44	11	702
G05415	904	1038	3190	370	1050
G05416	1213	1496	3387	438	5067
G05417	631	895	1452	319	420
G05418	246	356	843	109	843
G05419	496	418	1902	209	711
G05420	605	344	3980	170	1203
G05421	136	165	545	77	1470
G05422	34	62	134	17	660
G05423	1668	1369	6350	596	1464
G05424	2331	2066	8929	514	1215
G05425	625	960	2216	216	2546
G05426	557	707	1774	239	1227
G05427	197	170	862	46	1125
G05428	740	844	2183	175	4974
G05429	1785	1691	4717	889	348
G05430	171	379	578	105	825
G05431	1416	1699	4778	649	3105
G05432	12	54	24	8	1557
G05433	181	394	511	100	2421
G05434	526	359	1607	325	1077
G05435	654	782	2171	176	2571
G05436	79	107	185	29	1338
G05437	1020	2057	2326	467	951
G05438	383	986	989	163	963
G05439	1173	1409	4810	657	1500
G05440	360	413	937	110	366
G05441	181	289	607	95	936
G05442	271	400	982	252	1089
G05443	566	983	1646	190	1185
G05444	397	495	1237	111	2511
G05445	1	4	15	2	1524
G05446	0	2	2	0	309
G05447	236	233	794	135	762
G05448	586	1087	1645	338	3045
G05449	3584	8688	15024	2683	1602
G05450	5219	16902	19691	3848	759
G05451	301	522	842	68	1764
G05452	861	1203	2573	281	2331
G05453	472	503	1280	218	300
G05454	20	63	74	5	756
G05455	105	199	140	63	915
G05456	626	576	1212	682	855
G05457	383	863	1215	153	1383
G05458	381	666	1124	115	2532
G05459	286	1243	1027	188	2739
G05460	1401	1747	6937	648	1719
G05461	302	228	973	61	1164
G05462	2561	4653	7047	1310	3564
G05463	501	474	1521	360	966
G05464	167	289	603	79	1071
G05465	399	509	729	131	1146
G05466	549	717	1778	152	1476
G05467	936	1336	2808	353	3913
G05468	114	105	307	40	1176
G05469	330	668	1788	438	1053
G05470	1108	1134	3178	398	1224
G05471	733	1202	2666	322	1656
G05472	1105	1515	2927	587	891
G05473	247	155	1159	70	1242
G05474	1843	2634	6074	619	1797
G05475	186	252	631	64	1155
G05476	30	78	87	9	216
G05477	207	169	463	67	894
G05478	3558	5938	10976	1300	3060
G05479	138	201	462	43	843
G05480	1023	594	3165	341	510
G05481	1902	2472	5474	801	1593
G05482	466	504	2089	140	723
G05483	3633	4914	21822	2680	1692
G05484	1585	4198	5229	745	1809
G05485	409	597	1331	166	675
G05486	402	457	1325	177	1434
G05487	307	390	1198	161	1728
G05488	586	782	2009	340	2304
G05489	3743	3575	14176	1694	1815
G05490	4741	6756	12383	1638	1533
G05491	143	65	923	28	360
G05492	1261	1395	2953	499	1494
G05493	23	33	80	17	180
G05494	1278	1542	4085	686	2535
G05495	1016	1317	3960	587	4317
G05496	831	1430	2652	243	1179
G05497	979	1273	2703	315	3246
G05498	465	740	1463	194	1257
G05499	863	1091	2954	305	2202
G05500	243	211	621	112	984
G05501	173	412	397	61	576
G05502	8	1	105	7	1284
G05503	24	32	64	8	1530
G05504	268	326	628	93	969
G05505	257	409	1125	190	1647
G05506	67	106	467	48	1641
G05507	1	0	3	0	960
G05508	9128	15721	42901	4355	1035
G05509	579	797	1732	193	2310
G05510	245	334	695	74	630
G05511	401	598	1020	214	1248
G05512	425	475	1855	111	1434
G05513	17070	13868	71088	6310	951
G05514	1106	1327	3159	458	888
G05515	1663	1123	4523	651	801
G05516	3207	4731	7587	1200	3627
G05517	629	1447	1730	266	1101
G05518	4	16	12	0	354
G05519	15	52	44	6	1701
G05520	156	202	518	33	555
G05521	1256	1361	2734	492	1866
G05522	578	524	2026	214	1671
G05523	193	330	948	95	561
G05524	419	315	2144	102	1875
G05525	303	324	788	109	789
G05526	6	14	7	2	891
G05527	59	82	196	40	936
G05528	2439	2839	9321	775	4845
G05529	1414	716	10256	344	1869
G05530	1227	2295	3922	393	2166
G05531	215	323	872	81	717
G05532	3	9	12	1	1137
G05533	938	860	3178	667	486
G05534	775	562	2891	235	1146
G05535	95	186	313	40	459
G05536	2491	1709	8785	691	1152
G05537	0	5	2	0	1788
G05538	357	408	855	93	4530
G05539	188	155	998	48	1455
G05540	2142	2058	5786	724	3336
G05541	835	1087	2675	362	819
G05542	338	187	1214	121	405
G05543	734	906	2346	288	1875
G05544	1023	1820	3311	403	1545
G05545	59	245	83	14	1617
G05546	1	1	2	0	828
G05547	1747	2173	6607	507	2328
G05548	668	674	4538	300	1569
G05549	149	209	474	70	789
G05550	288	247	1031	140	996
G05551	542	1106	505	144	849
G05552	151	343	428	50	1803
G05553	150	260	159	61	549
G05554	28	45	64	14	834
G05555	5	6	22	4	306
G05556	4	4	11	1	207
G05557	2100	2439	4970	907	3564
G05558	3	1	9	0	240
G05559	88	227	80	16	1671
G05560	3032	3878	7679	1127	882
G05561	595	762	3012	281	852
G05562	2129	1705	9291	1075	597
G05563	4117	5690	17076	1447	2214
G05564	150	285	590	67	1446
G05565	1560	2254	4225	735	1275
G05566	565	705	1610	163	2085
G05567	980	1746	2237	435	1341
G05568	23	34	32	8	1113
G05569	2	10	27	5	462
G05570	3	7	7	7	684
G05571	1147	947	1024	341	1065
G05572	8	5	3	5	387
G05573	2	5	11	1	1221
G05574	0	0	0	0	465
G05575	1	4	11	2	1548
G05576	6	14	3	3	1527
G05577	3	5	4	2	1203
G05578	291	710	453	120	1407
G05579	3	3	1	0	2079
G05580	26	78	82	31	1608
G05581	377	487	1719	102	1578
G05582	2	16	7	3	1107
G05583	9	32	16	3	1410
G05584	86	254	442	53	3477
G05585	725	1367	1410	719	534
G05586	627	2544	1308	486	990
G05587	0	0	1	0	309
G05588	8	14	45	4	300
G05589	3427	7304	2640	2304	645
G05590	1318	2427	1714	80	1785
G05591	105	191	337	80	636
G05592	2	2	11	1	1905
G05593	115	198	336	33	486
G05594	4588	4658	14803	1555	1875
G05595	1500	1561	5516	495	1341
G05596	1208	1381	4968	554	2970
