Gene_id	A1	B1	A2	B2	length
G00883	13	16	28	7	729
G00884	29	35	59	5	1581
G00885	228	482	829	141	1041
G00886	943	1228	2764	422	2082
G00887	1822	2596	5067	765	3219
G00888	121	233	304	42	1368
G00889	5	16	27	1	525
G00890	2624	3741	7285	1135	6378
G00891	1519	1621	4798	616	978
G00892	11534	7523	35737	5938	603
G00893	206	200	743	203	1038
G00894	276	372	946	66	1104
G00895	1007	634	5404	281	1989
G00896	10	19	40	2	1497
G00897	2724	3225	5951	732	2394
G00898	11397	11071	53519	4134	684
G00899	240	312	692	168	579
G00900	3	12	7	0	213
G00901	2004	6646	4637	1190	450
G00902	3	28	53	0	3189
G00903	0	0	0	0	186
G00904	789	1357	2027	373	1383
G00905	4	2	3	1	294
G00906	1	10	5	0	1608
G00907	1	24	8	2	1074
G00908	14	42	59	14	1605
G00909	2	3	4	0	843
G00910	20	50	20	0	1968
G00911	3	12	5	0	1353
G00912	2	4	2	2	1329
G00913	1	17	10	2	1551
G00914	4	6	8	0	1602
G00915	12	28	21	6	1059
G00916	44	79	63	21	1836
G00917	71	113	151	48	1131
G00918	521	672	1492	404	1647
G00919	50	155	161	24	879
G00920	77	97	337	24	1176
G00921	5454	8380	19592	2145	4137
G00922	0	1	1	0	294
G00923	376	504	1059	111	1575
G00924	3920	4173	14338	1080	6270
G00925	2137	3290	8000	1021	918
G00926	1739	1320	5992	531	657
G00927	2560	3403	5707	564	564
G00928	625	907	2264	229	2007
G00929	82	149	373	43	1242
G00930	116	200	199	54	960
G00931	139	212	331	50	2223
G00932	149	184	250	56	846
G00933	75	165	220	49	312
G00934	1534	2653	5332	800	945
G00935	652	2241	3649	272	1281
G00936	33	95	99	24	1080
G00937	44	53	37	15	1101
G00938	29	87	75	17	1629
G00939	150	197	227	56	1080
G00940	13	33	41	19	993
G00941	0	0	0	1	453
G00942	65	134	210	26	2718
G00943	291	644	796	156	2769
G00944	1	3	0	0	666
G00945	15	29	22	13	1869
G00946	1095	1386	3350	485	2433
G00947	140	249	491	80	297
G00948	513	691	1951	200	1368
G00949	512	582	1931	189	1278
G00950	10157	9328	42583	2975	654
G00951	10	3	7	0	873
G00952	2	5	8	4	1692
G00953	8522	11042	32056	4210	552
G00954	19	32	37	29	795
G00955	589	1028	1756	193	1221
G00956	1129	1469	4137	576	912
G00957	732	809	2010	363	1206
G00958	297	323	746	100	1569
G00959	100	238	355	60	1200
G00960	131	180	536	77	2067
G00961	0	3	3	0	1707
G00962	21	53	83	17	1530
G00963	2	9	10	1	171
G00964	147	179	315	28	1743
G00965	902	904	3010	228	432
G00966	1060	1240	3524	358	1746
G00967	1026	1123	2241	204	2100
G00968	1713	3132	4503	766	2043
G00969	216	557	428	97	1296
G00970	15	50	63	12	738
G00971	529	805	1808	185	2301
G00972	1255	2696	2746	586	1941
G00973	811	931	2952	196	948
G00974	496	939	1189	171	1845
G00975	2117	2413	10401	486	1812
G00976	2705	4460	7197	901	2757
G00977	288	572	982	116	1113
G00978	157	329	519	60	1140
G00979	962	935	4606	315	1470
G00980	377	384	1113	153	972
G00981	406	755	980	133	2445
G00982	40	99	99	10	324
G00983	228	429	420	101	1386
G00984	600	1216	2295	398	996
G00985	170	337	363	86	882
G00986	162	266	365	90	1101
G00987	954	602	3038	377	366
G00988	2692	3148	13553	1848	528
G00989	500	1031	1336	223	2409
G00990	245	389	807	129	1392
G00991	5	15	25	2	906
G00992	2274	2069	6076	1115	276
G00993	673	566	2091	199	2370
G00994	101	170	407	42	702
G00995	278	354	770	97	765
G00996	1432	1832	4582	567	1512
G00997	331	371	1095	111	1017
G00998	11410	11875	40690	3210	1323
G00999	2346	2965	7024	1265	2595
G01000	52	136	197	48	1008
G01001	254	453	504	122	1044
G01002	49	42	110	30	1335
G01003	104	119	547	29	681
G01004	393	318	1472	119	1527
G01005	67	136	197	29	1812
G01006	18339	19808	19464	6533	807
G01007	813	883	2841	280	1383
G01008	66	148	250	8	240
G01009	1938	1276	7644	655	1371
G01010	1016	1541	2774	600	426
G01011	216	249	599	140	1206
G01012	97	168	319	39	1587
G01013	3	2	2	0	531
G01014	2918	4187	6674	1083	4302
G01015	1691	2763	4796	629	2478
G01016	912	1687	4206	731	963
G01017	0	0	2	4	174
G01018	1574	2461	4735	737	2400
G01019	695	737	2648	278	1131
G01020	2365	3038	9106	900	1767
G01021	35	64	152	23	1110
G01022	13	27	33	5	1407
G01023	0	0	5	1	465
G01024	65	55	174	16	933
G01025	165	242	584	59	1728
G01026	98	136	371	30	897
G01027	7	15	27	4	438
G01028	323	361	1060	134	1986
G01029	960	1625	3062	359	1713
G01030	2	6	16	0	306
G01031	132	133	509	31	945
G01032	323	363	855	122	1944
G01033	1792	607	5097	139	1410
G01034	1176	1467	3286	473	4332
G01035	3063	3718	9352	959	4224
G01036	32	108	175	49	1122
G01037	451	658	1448	297	1959
G01038	86	229	221	91	213
G01039	1063	683	8063	285	1197
G01040	35	59	82	12	2178
G01041	5868	9292	31543	3031	2145
G01042	405	1097	3239	226	1656
G01043	242	323	589	62	903
G01044	367	465	836	236	1026
G01045	902	1115	2390	337	1257
G01046	840	1392	1785	373	843
G01047	319	274	1265	144	1281
G01048	993	1207	2823	270	3306
G01049	248	237	570	41	3993
G01050	925	1152	3439	294	4224
G01051	0	0	1	0	213
G01052	289	259	745	134	951
G01053	1462	1513	5343	346	1092
G01054	893	1113	2520	221	207
G01055	691	651	2169	235	1188
G01056	932	1719	2805	260	1581
G01057	390	812	1001	154	1959
G01058	169	256	546	74	624
G01059	1323	1605	3720	533	3108
G01060	3968	5300	15593	1123	1158
G01061	139	124	408	37	219
G01062	281	497	837	96	2844
G01063	700	1335	3910	445	2610
G01064	664	1007	7019	856	3309
G01065	11	51	105	2	1527
G01066	5	6	12	6	384
G01067	478	603	1848	191	1473
G01068	320	333	989	89	708
G01069	86	84	224	45	750
G01070	13209	12043	55506	3666	927
G01071	2649	3585	5985	660	3585
G01072	412	701	1360	254	2124
G01073	878	2603	2349	796	2640
G01074	231	413	719	86	1071
G01075	844	1522	3338	362	1101
G01076	428	752	1348	180	2232
G01077	1822	2092	6134	736	2310
G01078	17	53	17	7	501
G01079	139	213	434	44	1266
G01080	276	252	687	80	855
G01081	36	74	183	15	849
G01082	539	725	1681	172	2604
G01083	985	1165	2806	424	1215
G01084	21	98	123	38	2055
G01085	86	242	458	82	984
G01086	366	669	1539	217	798
G01087	1946	2521	7383	569	3240
G01088	273	174	1373	69	894
G01089	2	9	2	4	1107
G01090	2420	5924	9555	1713	2295
G01091	3208	3579	11782	814	5448
G01092	21	23	38	13	1701
G01093	12	112	162	32	432
G01094	340	411	958	239	1041
G01095	2491	2164	8311	811	1062
G01096	279	250	870	70	753
G01097	209	392	884	163	1164
G01098	110	197	556	107	888
G01099	297	333	1003	88	891
G01100	193	317	493	49	1335
G01101	896	985	2335	526	276
G01102	628	815	3060	189	4479
G01103	23	49	146	30	1674
G01104	647	986	1872	696	1704
G01105	394	7906	2092	2832	2688
G01106	720	935	1628	467	1059
G01107	333	1082	880	175	3438
G01108	1085	1115	3635	529	810
G01109	25	38	57	6	795
G01110	1339	1966	4876	528	1374
G01111	318	440	1067	124	1410
G01112	1835	2805	4755	982	1317
G01113	877	1148	2880	226	1674
G01114	1308	936	2374	487	1131
G01115	2257	2685	7324	795	1167
G01116	261	411	674	127	1326
G01117	27	42	111	8	1749
G01118	182	259	164	27	1212
G01119	229	526	801	63	1053
G01120	432	437	1804	234	777
G01121	717	548	2126	209	1359
G01122	845	1226	1318	205	219
G01123	4	6	13	5	702
G01124	719	1243	1715	303	1269
G01125	848	1293	2294	311	774
G01126	41	127	85	26	2034
G01127	2903	6566	7603	1205	2751
G01128	420	468	1672	194	1410
G01129	3037	3302	8161	840	843
G01130	1621	2254	4657	869	255
G01131	4166	5197	14807	1302	882
G01132	4925	8251	13838	1470	2055
G01133	1329	2124	2303	329	2589
G01134	176	280	527	100	1473
G01135	17	62	22	11	465
G01136	494	659	1858	149	1371
G01137	180	344	258	27	489
G01138	22	57	49	2	810
G01139	1526	914	9011	444	972
G01140	1206	1271	4484	367	2196
G01141	1580	2109	4656	500	2106
G01142	243	410	723	103	1005
G01143	2111	3245	6074	724	2103
G01144	356	1173	1095	330	2532
G01145	150	284	532	84	969
G01146	0	2	3	1	339
G01147	5102	14481	19644	1165	312
G01148	179	586	219	119	1971
G01149	40	46	108	6	783
G01150	0	0	0	0	687
G01151	678	1262	1932	241	3897
G01152	741	896	2226	157	3168
G01153	7584	21338	35900	6549	3195
G01154	2626	3196	8558	994	3186
G01155	1194	1481	3838	347	3177
G01156	4470	10465	15106	2516	4818
G01157	443	591	1617	112	2190
G01158	116	160	706	74	1686
G01159	8405	10403	26112	1686	312
G01160	6261	7600	21865	1365	411
G01161	462	862	811	155	1824
G01162	1	3	3	0	183
G01163	9	34	32	6	714
G01164	2	0	3	0	456
G01165	75	227	388	65	987
G01166	207	284	746	69	1893
G01167	46	80	177	33	1242
G01168	218	314	592	46	1899
G01169	356	256	1626	94	2016
G01170	791	924	2812	278	1773
G01171	2412	1792	13559	615	5043
G01172	439	1005	1815	223	2313
G01173	1146	2783	3023	532	4932
G01174	649	865	1514	495	1197
G01175	298	413	926	124	1413
G01176	2	18	50	3	864
G01177	337	357	739	210	999
G01178	255	477	503	105	2070
G01179	27	94	83	20	1809
G01180	38	61	115	15	858
G01181	14	13	19	6	309
G01182	290	481	637	139	438
G01183	858	842	3075	312	858
G01184	538	646	1324	238	1089
G01185	4	12	22	3	621
G01186	14	32	101	9	477
G01187	221	159	573	114	657
G01188	1205	1115	4235	392	2613
G01189	6	23	33	2	1608
G01190	1785	4516	6831	1317	1293
G01191	909	1289	2175	273	1545
G01192	224	300	1393	88	516
G01193	4365	2510	26651	1115	1533
G01194	3	5	25	3	1080
G01195	7	20	24	1	960
G01196	127	122	519	25	354
G01197	32	19	131	14	519
G01198	38	115	266	24	3075
G01199	2383	1658	10955	630	2661
G01200	5	17	52	6	432
G01201	10698	16224	37732	3584	1440
G01202	77	172	233	56	966
G01203	2610	1720	12271	977	939
G01204	0	2	1	3	822
G01205	588	711	1328	240	2286
G01206	112	249	308	64	2100
G01207	1077	1777	2120	517	3690
G01208	204	303	476	57	990
G01209	949	1196	3406	339	1953
G01210	450	498	1564	244	405
G01211	1039	2504	2995	407	1500
G01212	1162	1187	3762	365	1401
G01213	843	1228	2578	329	1545
G01214	8322	4339	25028	1265	4494
G01215	1155	2796	6750	1012	1863
G01216	48	84	128	45	798
G01217	68	178	178	34	2217
G01218	71	75	154	30	774
G01219	13	36	22	9	726
G01220	30	61	76	13	1008
G01221	14313	12521	57369	5058	585
G01222	327	375	2562	139	1047
G01223	36	305	303	45	873
G01224	354	295	1483	49	1554
G01225	112	265	445	81	2844
G01226	40	57	154	14	1881
G01227	2	6	12	0	837
G01228	166	183	363	38	1341
G01229	2145	2236	8283	430	2856
G01230	312	328	1542	146	3264
G01231	6	34	68	6	1638
G01232	6	24	46	9	1614
G01233	3536	7327	6959	2118	867
G01234	68023	61894	146680	24340	633
G01235	279	313	1223	153	1482
G01236	3314	7483	10508	2215	2619
G01237	436	268	1774	206	885
G01238	457	242	1245	240	447
G01239	252	164	982	133	921
G01240	2452	2310	3749	424	2298
G01241	1698	2170	4068	574	3207
G01242	314	499	1298	188	1125
G01243	390	257	1503	189	861
G01244	655	331	3658	553	936
G01245	238	330	760	121	1122
G01246	492	628	1780	200	1431
G01247	4912	6700	17078	1565	5253
G01248	1439	1806	4159	583	2559
G01249	82	79	252	27	855
G01250	0	2	0	0	1542
G01251	335	534	1155	171	1452
G01252	373	806	1123	194	2253
G01253	1413	1903	7076	917	1860
G01254	909	905	2572	365	1179
G01255	834	1600	2306	356	2019
G01256	529	437	2646	112	2181
G01257	720	848	3268	285	639
G01258	289	541	767	108	1320
G01259	7	19	35	4	438
G01260	1379	1492	4379	410	3408
G01261	13	49	91	11	255
G01262	643	952	2016	296	1503
G01263	77	101	304	26	819
G01264	798	1364	2707	282	1314
G01265	166	177	200	23	897
G01266	127	155	345	28	1506
G01267	132	247	255	36	1878
G01268	65	83	322	21	1572
G01269	881	2209	2465	566	1524
G01270	832	1582	2609	337	1464
G01271	9176	16242	23520	4046	375
G01272	1196	1848	3912	603	2094
G01273	36	86	116	11	1011
G01274	1645	1468	6685	571	1788
G01275	1336	1310	4350	381	4914
G01276	92	126	484	38	546
G01277	6	36	113	14	1875
G01278	1302	637	6706	428	2493
G01279	2164	8040	7348	1459	1932
G01280	2982	3862	9127	857	5586
G01281	16248	18141	55167	4248	696
G01282	1009	489	7299	288	2103
G01283	89	154	231	20	807
G01284	2092	1964	6068	855	2994
G01285	516	668	1256	243	1518
G01286	516	574	1684	236	1860
G01287	316	427	920	153	894
G01288	16	23	125	6	831
G01289	701	918	2347	322	5142
G01290	298	394	803	81	2910
G01291	551	706	1728	319	1197
G01292	6206	7260	25521	1632	972
G01293	198	315	795	106	1626
G01294	655	833	2895	521	714
G01295	88	111	271	70	1251
G01296	62	180	269	53	1080
G01297	1	4	10	1	501
G01298	2117	2443	8343	969	2175
G01299	343	402	682	127	1113
G01300	171	214	371	70	468
G01301	1136	1176	1812	395	2358
G01302	662	599	2079	381	414
G01303	848	752	2727	619	1002
G01304	818	2753	1709	628	1170
G01305	13698	19948	27132	6853	2994
G01306	930	1146	3341	556	1755
G01307	38	76	78	7	891
G01308	122	210	280	18	1536
G01309	942	973	2521	360	2583
G01310	9	11	44	3	1446
G01311	647	803	1906	208	1743
G01312	21	29	607	15	1014
G01313	86	64	340	13	783
G01314	356	627	1224	132	3138
G01315	511	509	2773	382	2106
G01316	950	1211	2672	568	669
G01317	318	427	756	182	1071
G01318	65	124	120	13	1482
G01319	25	75	73	16	900
G01320	115	88	473	40	993
G01321	6092	13598	6982	2491	7239
G01322	3587	4500	17289	1866	1275
G01323	533	570	2051	174	2658
G01324	292	374	914	96	3267
G01325	66	172	279	34	1809
G01326	696	649	2251	144	1677
G01327	138	301	395	93	1716
G01328	61	175	95	20	3507
G01329	35	54	67	11	762
G01330	136	182	198	73	909
G01331	551	1564	720	242	2592
G01332	308	527	1513	268	1128
G01333	139	127	307	58	864
G01334	716	700	2322	697	819
G01335	2094	3316	5535	830	513
G01336	288	685	929	143	1035
G01337	668	465	3018	90	1968
G01338	7	36	36	8	234
G01339	703	1264	936	419	504
G01340	4	11	10	1	3219
G01341	0	1	5	2	780
G01342	172	273	457	83	1791
G01343	61	91	211	42	1587
G01344	0	0	1	0	933
G01345	171	306	657	64	1791
G01346	557	587	1875	166	2208
G01347	1530	2195	6298	433	2619
G01348	8084	6112	31866	1681	393
G01349	103	84	398	71	939
G01350	238	300	674	91	1596
G01351	1805	2149	6805	854	1647
G01352	360	296	867	139	1365
G01353	1380	1555	2488	351	1101
G01354	535	568	1067	152	768
G01355	388	384	1152	133	2598
G01356	1436	1668	6957	559	1701
G01357	1772	2877	5588	759	1542
G01358	472	770	1723	214	1359
G01359	125	172	467	39	1503
G01360	43	80	160	19	2184
G01361	1576	2171	5485	652	1776
G01362	1297	2181	5152	541	2625
G01363	285	539	737	113	1149
G01364	653	1100	1454	310	2814
G01365	1456	1645	5925	548	2814
G01366	88	246	71	11	1716
G01367	544	644	1734	468	951
G01368	1013	1402	4347	445	2103
G01369	255	587	884	88	1704
G01370	883	1450	2689	394	1971
G01371	5344	6601	13898	2119	1419
G01372	63	186	185	15	987
G01373	9	29	61	4	756
G01374	1352	1854	6252	606	1209
G01375	20	31	24	3	1866
G01376	16	32	48	6	483
G01377	188	315	803	83	2439
G01378	5826	11494	21776	3532	1188
G01379	86	94	307	33	1386
G01380	1205	861	4130	350	1608
G01381	889	946	2627	339	2148
G01382	157	262	439	82	1584
G01383	63	85	129	28	828
G01384	30	78	125	24	2646
G01385	0	2	5	0	252
G01386	50	128	139	16	1161
G01387	5143	6487	15828	1735	591
G01388	887	759	3640	360	2220
G01389	87	124	158	54	672
G01390	124	103	555	40	1035
G01391	415	477	1278	193	735
G01392	1729	1258	10686	776	2367
G01393	976	1153	3650	377	1851
G01394	115	183	318	27	642
G01395	3	2	1	0	255
G01396	254	366	934	253	795
G01397	623	1258	2018	456	1323
G01398	3	19	45	2	1548
G01399	49	109	88	21	1494
G01400	52	71	87	12	1896
G01401	5	14	3	1	1572
G01402	8	137	30	20	2112
G01403	294	4584	784	1375	2340
G01404	8	28	15	3	267
G01405	1777	2781	4304	418	1956
G01406	1485	1510	5151	531	3246
G01407	1289	1844	4349	677	1116
G01408	47	120	121	27	942
G01409	291	395	1245	82	1086
G01410	518	460	1501	334	732
G01411	268	399	880	68	1440
G01412	374	219	1671	112	1626
G01413	184	234	356	89	651
G01414	18	48	45	11	834
G01415	5	15	30	5	1230
G01416	81	178	348	81	462
G01417	230	297	693	112	1008
G01418	229	513	645	63	2847
G01419	15	13	175	10	1281
G01420	110	161	441	25	789
G01421	270	380	946	109	1080
G01422	141	211	529	60	1512
G01423	184	359	322	55	993
G01424	250	277	774	112	672
G01425	1	2	10	0	747
G01426	675	890	2256	436	1311
G01427	1056	1458	5903	533	1761
G01428	0	4	5	0	1026
G01429	1790	2854	4867	609	2289
G01430	17	52	117	13	1527
G01431	243	349	1500	132	3048
G01432	979	720	4458	149	1647
G01433	162	317	504	60	1101
G01434	451	631	2374	126	2190
G01435	0	1	0	0	558
G01436	594	505	3354	169	2328
G01437	922	1484	3716	633	1014
G01438	259	2199	756	1543	618
G01439	35	45	110	19	1518
G01440	604	897	2073	192	1995
G01441	635	736	1952	166	1707
G01442	1289	1310	4347	496	2619
G01443	263	808	894	208	1428
G01444	223	258	871	85	774
G01445	311	490	743	102	3069
G01446	6785	4835	26791	2795	540
G01447	1247	2238	3676	618	1281
G01448	3	7	7	1	1467
G01449	5	8	11	4	1368
G01450	406	784	1278	168	4803
G01451	7	15	16	8	1125
G01452	0	0	0	0	1002
G01453	3	13	7	2	1686
G01454	26	56	31	6	2379
G01455	1	3	2	0	1041
G01456	482	479	2130	137	2571
G01457	173	222	530	64	1470
G01458	3	49	21	0	621
G01459	435	692	1228	187	750
G01460	480	783	1076	130	1653
G01461	198	216	776	76	1119
G01462	834	601	2269	613	807
G01463	22	37	108	11	777
G01464	66	153	166	38	1926
G01465	6	9	20	2	1434
G01466	2143	2500	3985	1121	1044
G01467	13	24	28	1	597
G01468	7	27	22	3	882
G01469	475	880	1125	143	936
G01470	150	175	329	107	663
G01471	326	388	1151	105	1680
G01472	302	380	885	114	1110
G01473	679	1017	3178	524	2262
G01474	478	683	1431	293	663
G01475	88	78	139	65	564
G01476	54	166	208	62	1059
G01477	26	75	87	8	1902
G01478	2	4	1	0	1674
G01479	8	13	44	6	1050
G01480	2	1	1	3	1263
G01481	9	10	22	0	1773
G01482	1774	1949	4126	373	14292
G01483	1	1	2	0	1812
G01484	1	19	6	1	1137
G01485	88	114	284	13	1977
G01486	79	98	175	21	1701
G01487	0	1	4	0	423
G01488	4	8	14	2	906
G01489	22	19	32	16	2232
G01490	95	119	251	19	1185
G01491	101	98	320	15	1407
G01492	65	157	147	21	1722
G01493	1	10	1	0	1038
G01494	0	1	0	0	1194
G01495	487	862	683	157	1908
G01496	55	198	79	33	861
G01497	9	17	34	2	246
G01498	8	5	12	1	828
G01499	33	46	107	10	441
G01500	1780	2994	3774	628	1947
G01501	30	34	50	7	2310
G01502	0	5	5	0	609
G01503	4	10	6	0	1851
G01504	10	23	27	2	4359
G01505	162	225	746	39	1689
G01506	8	14	24	6	1488
G01507	6	10	7	0	1395
G01508	56	101	86	20	1974
G01509	52	81	100	8	1725
G01510	41	60	81	9	1443
G01511	0	2	1	0	1218
G01512	178	410	336	71	2382
G01513	0	1	4	0	810
G01514	0	3	2	0	2106
G01515	0	2	1	0	1392
G01516	27	37	15	2	1371
G01517	0	1	1	0	516
G01518	0	4	2	0	915
G01519	4	11	13	0	1005
G01520	8	10	15	0	1698
G01521	11	1	15	0	2601
G01522	1	0	0	0	693
G01523	3	1	3	0	1314
G01524	6	25	24	0	2124
G01525	0	0	0	0	1635
G01526	1	1	4	0	1353
G01527	0	2	1	0	840
G01528	377	511	1269	159	2556
G01529	4	35	19	5	1380
G01530	5	7	9	1	1035
G01531	0	0	2	0	1392
G01532	4	12	6	0	2016
G01533	1	2	3	0	840
G01534	0	0	0	0	609
G01535	0	3	5	0	1311
G01536	2726	4691	4475	841	1374
G01537	0	0	4	0	468
G01538	0	2	0	0	1722
G01539	52	56	118	17	1221
G01540	561	704	2416	325	1575
G01541	3	8	12	1	1245
G01542	2	9	9	2	912
G01543	1	1	2	0	879
G01544	5	7	3	4	1047
G01545	0	6	2	0	2493
G01546	2	9	1	0	315
G01547	434	810	1278	229	1743
G01548	1212	2023	5851	797	1008
G01549	99	174	300	60	1374
G01550	2	5	11	2	2262
G01551	269	851	805	132	1782
G01552	2034	3231	4954	834	2616
G01553	33	60	60	13	903
G01554	0	1	1	0	753
G01555	1	4	0	0	1821
G01556	0	4	3	0	2055
G01557	4	9	10	3	1059
G01558	0	8	5	1	3018
G01559	71	386	220	120	435
G01560	6	15	21	4	1593
G01561	49	123	20	4	708
G01562	5	28	7	2	1254
G01563	0	0	2	0	990
G01564	0	0	0	0	774
G01565	471	1377	860	561	1395
G01566	0	2	2	0	1149
G01567	1	2	11	0	918
G01568	1	6	3	0	999
G01569	0	0	2	1	981
G01570	0	0	0	0	450
G01571	0	0	1	0	1236
G01572	170	1375	213	381	762
G01573	1	35	1	0	582
G01574	57	201	73	34	714
G01575	0	3	0	0	597
G01576	0	0	0	0	1236
G01577	3	3	13	0	642
G01578	0	5	2	0	1056
G01579	0	5	5	0	2244
G01580	2	8	0	7	1449
G01581	0	1	1	0	501
G01582	1029	1892	2647	357	3243
G01583	8	27	26	3	1098
G01584	2	1	8	1	1128
G01585	9	29	12	1	1896
G01586	0	1	0	0	288
G01587	5	12	7	3	1893
G01588	12701	15114	11682	4204	1479
G01589	126	206	484	72	1188
G01590	237	286	1096	290	1014
G01591	2182	2966	2092	478	1095
G01592	76	94	394	46	966
G01593	1768	2200	4679	730	1329
G01594	190	520	565	147	1452
G01595	68	199	96	32	387
G01596	19	51	41	10	1137
G01597	15	23	56	5	1212
G01598	2	18	5	3	1326
G01599	44	115	85	21	1383
G01600	0	2	0	0	1533
G01601	44	121	128	54	663
G01602	15	34	33	22	321
G01603	0	5	16	4	1293
G01604	156	337	372	67	1845
G01605	6	12	27	9	228
