Gene_id	A1	A2	B1	B2	A3	B3	length
G013171	16	31	1	0	0	0	1175
G013172	0	0	0	0	0	0	945
G013173	5	4	6	0	0	5	497
G013174	6	32	9	0	0	5	655
G013175	13	0	0	0	0	3	6008
G013176	16802	19539	16085	16050	16155	20003	855
G013177	216	398	513	320	498	408	543
G013178	372	477	577	201	552	499	1323.5
G013179	0	0	0	0	0	0	946
G013180	0	10	12	0	20	3	2154
G013181	0	0	0	0	0	0	1469
G013182	999	1182	1356	1225	1199	1749	1395
G013183	21	14	21	21	13	23	4203
G013184	0	0	0	0	0	0	1569.5
G013185	162	259	162	137	239	219	1241
G013186	0	0	0	0	0	4	1389
G013187	0	0	0	0	0	5	2528
G013188	618	1072	1503	684	1236	1421	852
G013189	0	0	2	0	0	2	504
G013190	30	37	28	55	44	42	1082.5
G013191	8688	10466	6122	4815	8164	10099	546
G013192	0	0	0	0	0	0	1394.5
G013193	0	2	0	0	0	0	1774
G013194	420	336	386	465	408	390	583
G013195	0	0	0	0	0	2	1958
G013196	30	4	55	0	5	29	3817
G013197	211	105	139	95	133	83	673
G013198	545	320	959	813	372	955	3897.5
G013199	91	137	386	275	314	291	3830
G013200	776	1184	2100	1719	1522	1634	3782
G013201	0	0	0	0	0	0	1512
G013202	438	758	1087	420	1370	614	706
G013203	360	419	320	247	313	349	729
G013204	121	101	234	230	259	170	1007
G013205	248	290	221	188	230	236	968
G013206	581	452	333	335	593	321	829.5
G013207	791	908	1277	1311	1222	1172	916
G013208	0	0	0	0	0	0	1116
G013209	19	8	0	0	9	7	2354
G013210	0	0	1	0	0	0	260
G013211	1373	1365	396	162	2412	173	10692
G013212	688	699	844	1048	692	1123	913
G013213	0	0	19	27	0	4	616
G013214	536	482	390	379	543	382	1141.5
G013215	0	0	0	0	0	0	1791.5
G013216	0	0	9	0	23	2	1485
G013217	0	0	0	0	0	0	966
G013218	1075	1048	2275	1499	1707	2018	1175
G013219	0	0	0	0	0	0	1079
G013220	858	727	1363	818	1462	1103	633.5
G013221	617	596	2480	1322	1023	1827	1136
G013222	0	0	0	0	0	0	991
G013223	608	609	679	464	357	670	685
G013224	0	0	5	0	0	0	1690
G013225	2	0	3	0	16	6	2076.5
G013226	96	56	74	49	45	52	1070
G013227	501	405	679	547	618	633	735
G013228	43	21	20	5	26	44	2649
G013229	968	1060	459	297	1953	299	754
G013230	0	0	0	0	0	0	1985
G013231	388	414	306	356	429	443	1959
G013232	0	0	0	0	0	4	715
G013233	527	302	630	402	410	474	1343
G013234	20	40	24	32	14	23	2150
G013235	797	581	1228	897	872	919	770
G013236	2504	2420	2280	1900	2686	1500	692
G013237	0	4	0	0	0	0	4390
G013238	59	35	111	93	35	102	769
G013239	418	188	709	448	764	364	1426
G013240	1060	1150	1797	1102	1180	1392	3512
G013241	474	345	1064	1024	557	732	2852
G013242	0	0	3	0	4	5	1251
G013243	0	0	0	0	0	0	1146
G013244	127	34	70	55	124	115	1597.5
G013245	308	242	583	335	285	640	1384
G013246	0	10	13	19	0	7	1241
G013247	0	0	0	0	0	0	1769
G013248	37	34	23	21	41	33	2411
G013249	4523	5684	4253	4667	5807	7062	681.5
G013250	595	696	256	59	779	160	3099
G013251	823	671	1969	1734	914	1717	1083.5
G013252	0	0	0	0	0	2	1652
G013253	115	174	89	126	221	104	864
G013254	1018	1198	1391	1439	870	1589	2246
G013255	917	1173	2516	1827	1396	2305	2190
G013256	1054	1012	1280	905	1272	1454	747
G013257	0	0	6	0	0	0	602
G013258	7	21	23	12	28	10	4515
G013259	971	873	559	457	935	825	743
G013260	2342	2696	1993	1421	4554	1346	1872
G013261	426	678	544	376	731	647	1193.5
G013262	0	1	1	0	0	0	649
G013263	807	715	1019	611	1201	824	5099
G013264	0	0	0	0	0	7	1867
G013265	109	307	328	352	140	371	759
G013266	0	0	3	0	14	0	6238
G013267	251	490	347	130	455	420	915
G013268	19	1	22	0	9	10	2287
G013269	0	0	0	0	0	0	1915
G013270	1	1	0	0	1	1	1335
G013271	73	161	390	203	166	293	5958
G013272	443	678	1295	807	700	889	2163.5
G013273	292	305	228	106	324	177	1211
G013274	223	254	815	750	343	831	988
G013275	0	0	0	0	12	0	1661
G013276	2204	2033	2658	1065	3638	1804	3395
G013277	0	0	0	0	0	0	1181
G013278	0	0	0	0	0	0	1187
G013279	0	0	0	0	0	8	1362
G013280	0	0	0	0	0	0	3088
G013281	0	0	1	0	0	0	2227.5
G013282	0	9	30	0	19	17	1836
G013283	19	9	3	0	0	0	629.5
G013284	13	7	15	0	36	22	673.5
G013285	655	620	571	643	707	803	802.5
G013286	36	2	5	0	30	18	692.5
G013287	0	8	20	22	18	4	2289
G013288	590	671	557	531	632	797	651.5
G013289	2334	2743	2201	1612	4003	1471	603
G013290	77	107	75	90	108	35	2051
G013291	91	215	343	215	239	202	3119.5
G013292	466	424	552	386	542	534	3941
G013293	0	0	0	0	0	0	1073
G013294	26	17	12	0	49	7	2828
G013295	0	0	0	0	0	0	1267
G013296	25	24	168	97	125	92	786.5
G013297	2072	1589	3894	3638	2468	2992	664
G013298	1988	1766	2113	1335	1700	1992	1370.5
G013299	0	0	0	0	0	0	1592
G013300	0	12	12	0	9	0	1290.5
G013301	0	0	0	0	0	0	1010.5
G013302	0	0	0	0	0	0	1031.5
G013303	0	0	0	0	0	0	740.5
G013304	0	0	0	0	0	0	695
G013305	20	0	0	0	10	0	732
G013306	0	0	3	0	0	0	684.5
G013307	2515	2407	2652	1990	3441	1835	581
G013308	5	6	13	0	6	4	2826
G013309	0	3	0	0	0	0	1667
G013310	687	733	699	540	597	923	1037
G013311	2863	4405	3492	3306	3984	3942	1036
G013312	0	0	0	0	0	1	2315
G013313	8	1	0	0	0	0	615
G013314	2353	3132	2825	2385	2593	4224	583
G013315	2248	1907	1534	1148	2591	1528	781
G013316	92	69	111	27	157	88	628
G013317	0	0	0	0	0	0	775
G013318	557	528	1311	1015	792	986	2787
G013319	3413	4136	2916	2311	3359	4256	920
G013320	688	857	960	782	675	999	739
G013321	5563	6158	6684	4459	6949	5106	710.5
G013322	60	49	125	88	165	93	3574.5
G013323	1168	1185	1110	700	1294	695	4736
G013324	531	596	410	413	562	693	648
G013325	2073	2773	2612	2058	2347	3214	821
G013326	1352	1459	1405	917	2332	847	11547
G013327	0	0	0	0	0	0	3538
G013328	67	2	7	10	22	14	887
G013329	103	24	44	58	51	51	894
G013330	40	21	53	35	42	34	1582
G013331	236	567	1616	1026	615	1388	1107
G013332	3042	3178	2609	2767	2881	3560	1699
G013333	9	34	47	17	40	38	4635.5
G013334	580	518	493	464	866	395	8008
G013335	0	0	0	0	0	0	747.5
G013336	561	642	399	358	610	423	1419.5
G013337	67	50	36	9	35	69	1509
G013338	0	0	7	0	0	0	3423
G013339	0	0	3	0	0	0	3132
G013340	2120	2590	2904	1981	2853	3218	1000
G013341	0	0	0	0	0	0	1373
G013342	592	547	264	360	539	503	1993
G013343	0	0	0	0	0	0	1331
G013344	250	284	325	291	359	358	674.5
G013345	1186	1345	1775	1288	2123	1406	1419
G013346	407	221	448	321	505	388	957
G013347	0	0	2	0	0	0	2037
G013348	43	40	64	20	21	81	691
G013349	0	0	0	0	0	0	2622
G013350	283	347	324	281	431	253	1094
G013351	444	282	523	532	321	486	1657
G013352	0	0	10	0	0	0	1113
G013353	0	0	0	0	0	0	1562
G013354	719	714	926	742	726	1082	900
G013355	20	7	0	0	0	0	2128
G013356	243	245	368	442	216	532	1270
G013357	7366	10633	5873	5050	7522	9416	621
G013358	16	0	5	0	0	4	1841
G013359	0	0	0	0	0	0	697
G013360	1000	1585	2460	1723	1817	2729	2596
G013361	491	1435	959	690	1090	1027	2299.5
G013362	4536	5105	8193	6173	5757	8977	709.5
G013363	1	1	12	0	9	3	4700
G013364	0	0	0	0	0	3	601
G013365	0	0	3	0	0	3	587
G013366	27	26	3	0	0	6	2867
G013367	979	1187	1881	1222	1570	1189	799
G013368	0	0	0	0	0	0	2193
G013369	80	125	62	26	76	52	811
G013370	6187	7606	7657	5437	7354	7788	377
G013371	0	0	0	0	0	0	693
G013372	0	0	0	0	0	5	531
G013373	2355	2684	2893	2153	3733	2365	1783
G013374	846	941	1011	1015	1261	1028	897
G013375	0	0	0	2	0	0	1283
G013376	0	0	0	0	0	0	5334
G013377	8927	8952	5884	5193	9331	6141	1104
G013378	856	479	432	303	736	352	1049
G013379	40	46	29	22	59	16	3880
G013380	0	0	0	0	0	3	2725.5
G013381	1	0	0	0	0	0	484
G013382	12	0	0	0	0	0	1301.5
G013383	11505	15985	10768	8580	10642	14667	1274
G013384	313	378	179	175	416	176	702
G013385	1402	1213	2376	1522	2053	1613	8482
G013386	0	11	13	0	21	23	2012
G013387	0	0	2	0	0	0	3268.5
G013388	0	0	2	22	0	6	3100
G013389	297	262	364	259	304	274	1004
G013390	550	492	911	607	472	966	1386.5
G013391	2213	2052	2623	1632	3490	2240	570
G013392	927	1289	995	1062	886	1516	1019
G013393	0	29	12	16	0	13	1227.5
G013394	265	362	275	175	535	276	2067
G013395	0	0	0	0	0	0	1390
G013396	150	211	534	300	340	349	772
G013397	1	8	33	39	8	16	761.5
G013398	351	297	791	630	438	705	2671
G013399	222	254	292	171	304	230	716
G013400	653	674	2343	1868	1428	2237	2100
G013401	197	275	287	172	177	288	818
G013402	3686	5215	3110	2504	3185	5310	626
G013403	0	0	3	0	3	4	1567
G013404	64	120	5	43	80	25	2704
G013405	24	150	57	17	160	36	764
G013406	119	87	62	96	35	54	1662
G013407	0	0	0	0	0	0	5334
G013408	115	209	211	61	254	175	977
G013409	5	45	7	0	15	0	1686.5
G013410	885	901	1467	1218	939	1291	640
G013411	0	0	0	0	11	0	343
G013412	1770	2100	1669	1064	2379	1693	1557
G013413	0	2	0	2	3	0	675
G013414	0	0	0	0	0	0	2145
G013415	58	25	6	21	32	5	1977.5
G013416	0	0	4	0	5	6	2123
G013417	462	400	331	358	502	357	872
G013418	140	87	248	208	162	279	1575
G013419	239	315	184	112	278	124	1686.5
G013420	627	628	867	711	1231	647	6272
G013421	2153	2648	3741	2044	3386	3676	4794
G013422	0	0	1	0	0	0	1613
G013423	0	0	0	0	0	0	3058.5
G013424	2439	2971	2514	1810	1987	3479	790
G013425	0	0	0	0	0	0	681
G013426	866	1451	798	632	2013	758	1235.5
G013427	0	4	0	0	4	0	1396
G013428	0	0	0	0	0	0	1950
G013429	1453	1576	718	636	1517	863	578
G013430	0	0	37	21	2	11	3163
G013431	46	44	125	121	54	151	1559
G013432	893	1087	557	525	1494	471	574
G013433	1567	1731	1483	1317	1379	1895	1704
G013434	688	774	1291	924	1177	1244	750.5
G013435	683	680	605	505	564	690	992
G013436	90	20	189	141	157	101	2149
G013437	0	0	0	0	0	0	2837.5
G013438	45	22	34	0	0	6	612
G013439	125	32	87	25	56	64	1628
G013440	326	422	171	197	414	293	687.5
G013441	428	521	571	407	483	533	880
G013442	0	8	19	27	20	22	2086
G013443	0	0	0	0	0	0	8325
G013444	277	319	434	219	411	316	1178
G013445	43	79	27	19	3	3	749.5
G013446	85	57	179	81	79	140	1519.5
G013447	0	7	0	0	0	2	2900
G013448	2615	3855	3939	3107	3279	5343	1418
G013449	0	0	1	0	0	0	2713
G013450	353	351	373	365	276	473	1662
G013451	0	1	1	0	0	0	879
G013452	358	321	1091	882	596	705	11921
G013453	104	104	281	230	135	230	2517
G013454	3	0	4	0	0	0	897.5
G013455	0	0	0	0	0	0	563
G013456	1085	942	1210	1091	1100	1030	1189
G013457	8012	6774	15085	11062	11017	8245	7263
G013458	523	464	373	285	692	283	1694
G013459	4	0	18	0	7	0	1139
G013460	3019	2976	2948	2373	3395	3081	3637
G013461	1947	1779	2146	1909	2622	2348	701
G013462	0	0	0	0	0	0	2747
G013463	549	533	563	484	543	578	937.5
G013464	0	0	0	0	3	0	4203
G013465	940	863	540	410	1127	535	5877
G013466	16	0	3	0	0	0	2835
G013467	398	385	623	561	553	548	1421
G013468	176	253	280	243	203	171	778.5
G013469	0	0	1	0	0	3	1791
G013470	14	4	39	0	0	31	1663
G013471	3	9	0	0	56	0	2812
G013472	0	0	0	0	0	5	1058
G013473	0	19	12	0	7	0	622
G013474	0	1	11	0	0	0	2078
G013475	0	0	4	0	18	6	1706.5
G013476	21	0	0	0	0	0	4255.5
G013477	201	202	219	264	233	240	1031
G013478	0	0	0	0	0	0	901
G013479	0	0	0	0	0	4	609
G013480	1060	1205	2489	1902	1484	2225	754
G013481	188	157	206	145	263	110	1831.5
G013482	255	97	401	416	326	348	1500.5
G013483	0	0	0	0	0	0	2302
G013484	594	532	707	619	1013	616	3953
G013485	2	0	0	0	0	0	1107
G013486	0	0	0	0	0	0	471
G013487	0	1	0	0	0	0	1537.5
G013488	1	5	0	0	1	1	350
G013489	15	2	0	1	6	25	1786.5
G013490	0	0	0	0	0	0	2755
G013491	9494	9619	12379	8147	15409	9715	2951
G013492	988	1171	2274	1864	1325	2108	3183
G013493	29630	31619	23125	19129	27033	29604	1277
G013494	804	1317	868	754	974	1187	785
G013495	0	0	0	0	0	0	761
G013496	0	0	1	0	0	0	1989
G013497	0	0	0	0	0	0	4480
G013498	569	611	166	90	486	155	607
G013499	0	0	0	0	0	5	2231
G013500	0	0	12	0	0	0	4003.5
G013501	190	181	263	91	277	322	1755
G013502	17	19	32	12	26	27	2368
G013503	0	0	16	31	9	6	844
G013504	742	631	826	533	1285	450	7200
G013505	0	0	0	0	0	0	483.5
G013506	78	43	42	29	85	24	3528
G013507	7	38	77	102	13	46	2775.5
G013508	0	0	0	0	17	0	4286.5
G013509	0	1	19	21	0	0	1679
G013510	246	204	248	167	186	194	1819
G013511	0	18	8	0	0	4	843
G013512	1	8	9	0	0	4	879
G013513	28	39	44	72	127	53	1388
G013514	949	1112	1002	998	587	1613	1224.5
G013515	0	0	0	0	0	0	1216.5
G013516	10	52	14	0	0	21	1835.5
G013517	0	0	0	0	0	0	634.5
G013518	0	1	0	2	0	0	641
G013519	3930	5089	3791	2891	5871	3512	1286.5
G013520	0	5	1	0	0	0	2454
G013521	602	557	838	605	574	949	576
G013522	212	165	69	96	133	100	1861
G013523	0	13	19	3	25	15	1488
G013524	61	82	45	7	82	78	2019
G013525	0	0	0	0	2	0	1893
G013526	368	432	774	539	710	472	1344
G013527	221	264	39	65	462	24	2448
G013528	0	0	0	0	0	0	2174
G013529	352	649	463	471	405	609	1679.5
G013530	0	1	5	0	1	0	1438.5
G013531	290	371	312	303	400	351	3460
G013532	0	0	0	0	0	0	1017
G013533	87	163	271	313	105	402	2489.5
G013534	152	141	223	128	142	233	2205
G013535	0	0	0	0	0	0	907
G013536	0	0	0	0	0	0	767
G013537	1376	1642	770	879	1633	1187	1744
G013538	2934	4170	3230	1990	5228	2982	657.5
G013539	0	0	0	0	0	8	3420
G013540	1221	1135	3625	2556	1477	2194	932.5
G013541	0	1	0	1	1	0	504
G013542	269	186	404	354	420	436	848.5
G013543	888	1044	1181	1176	1214	1444	753
G013544	21	53	94	26	67	100	2545
G013545	289	494	777	342	1178	631	1929
G013546	0	0	1	0	0	0	1671
HK00023	1967	1806	1310	1335	1460	1536	963
G013547	9295	12463	7089	6014	8785	10520	1345
G013548	128	395	335	216	394	294	2726
G013549	551	700	691	1009	673	1303	894
G013550	0	0	13	0	0	0	1552
G013551	3071	3810	6211	4356	5238	4739	2323.5
G013552	0	5	10	0	0	10	704
G013553	338	265	199	103	313	241	1978
G013554	0	0	0	0	0	0	597.5
G013555	203	292	359	182	315	307	1004
G013556	119	192	707	413	214	594	2092
G013557	42	110	130	126	95	142	7383
G013558	28	27	27	22	34	13	2558
G013559	0	0	1	0	0	0	1720
G013560	9	17	0	0	11	11	1010
G013561	0	0	0	0	0	9	2663.5
G013562	732	759	1118	541	1002	683	453.5
G013563	982	1136	2278	1456	1773	1651	3463
G013564	492	995	941	748	982	966	895
G013565	0	0	6	0	0	0	2250.5
G013566	1470	1446	1003	1073	1485	1226	660
G013567	34	14	20	74	23	73	897.5
G013568	6	0	7	0	0	4	2679
G013569	616	665	442	434	517	704	773
G013570	481	526	956	624	627	1278	985
G013571	0	0	3	1	3	20	1811.5
G013572	0	0	0	0	0	0	883
G013573	1852	1927	1976	1898	2031	1854	1470.5
G013574	8	0	3	0	0	2	875
G013575	0	0	10	37	6	20	918
G013576	1019	884	701	685	829	669	624
G013577	1805	1579	1064	1252	1605	1915	900
G013578	171	143	205	118	105	210	1715.5
G013579	0	0	0	0	0	0	1420.5
G013580	1853	1636	715	621	2082	731	3190.5
G013581	160	214	135	261	193	209	1367
G013582	728	916	315	268	825	394	1721
G013583	0	0	0	0	0	0	1780
G013584	35	8	27	17	26	14	964
G013585	0	0	0	0	0	0	995.5
G013586	0	0	0	0	0	0	2323
G013587	0	0	0	0	1	1	993
G013588	0	0	0	0	0	0	2657
G013589	3304	4072	4833	3286	6052	3743	776
G013590	17	0	0	0	7	0	939
G013591	14	9	12	20	10	25	929
G013592	27	12	11	4	18	33	1347.5
G013593	458	401	553	606	437	480	2293
G013594	0	0	0	0	0	0	1094
G013595	0	0	6	0	0	0	677
G013596	733	579	1129	942	721	1010	1315
G013597	0	5	21	0	21	19	1484
G013598	1148	1126	1550	1181	1199	1508	603
G013599	253	222	295	277	270	241	3526
G013600	46	104	140	99	157	104	2592
G013601	809	858	1751	1248	812	1264	721
G013602	5963	7423	5776	4845	6451	6329	882
G013603	1651	2087	2855	1968	1234	3629	737
G013604	287	279	661	265	424	415	876
G013605	333	448	1178	684	1044	951	9942
G013606	0	0	0	0	0	0	2217
G013607	0	7	3	4	3	6	733
G013608	508	475	334	291	584	323	2566
G013609	0	0	7	0	0	2	1164
G013610	40	0	0	0	0	0	561.5
G013611	216	233	352	66	212	210	2558
G013612	319	640	977	597	983	856	4966
G013613	13	41	32	17	26	30	1042.5
G013614	1421	1696	1879	1318	1621	2271	946
G013615	2767	1972	2217	1788	2986	1298	612
G013616	0	0	0	0	0	0	1026
G013617	6210	7269	4870	3574	6476	6617	1699
G013618	795	713	1012	947	933	677	3107
G013619	0	0	0	0	0	1	1110
G013620	0	0	2	0	0	0	2871
G013621	453	530	139	327	832	128	5232
G013622	0	0	0	0	1	0	1314
G013623	0	0	0	0	0	0	1006.5
G013624	8157	8617	15331	12405	9871	11981	722
G013625	35	0	0	0	12	0	992
G013626	82	92	92	61	147	90	6248
G013627	899	833	899	485	1037	847	1409
G013628	2911	3770	3620	2960	2831	4526	754
G013629	0	0	4	0	0	0	1486.5
G013630	1990	2718	2228	1888	2300	3124	743.5
G013631	297	232	189	168	237	293	928.5
G013632	543	841	1019	912	754	1596	1082.5
G013633	0	0	0	0	1	6	1085
G013634	2559	2902	2686	2625	2262	2693	589.5
G013635	0	0	1	0	6	0	791.5
G013636	211	227	210	266	236	183	575
G013637	3100	2483	2282	1743	4030	1556	944
G013638	2488	2388	5487	3617	3226	4013	951.5
G013639	569	657	2138	1734	780	1490	1188.5
G013640	500	481	795	868	539	654	2748.5
G013641	1692	1415	1572	1457	1368	1503	764.5
G013642	0	0	0	0	6	0	1599
G013643	0	0	4	0	0	0	2359
G013644	0	0	4	0	5	3	1361
G013645	225	253	218	136	320	270	5139
G013646	0	12	2	0	0	3	3973.5
G013647	27	0	22	0	0	2	650
G013648	303	307	546	448	227	790	855
G013649	537	511	537	422	599	451	1814
G013650	7	6	0	0	0	0	790
G013651	0	18	15	0	0	12	1669.5
G013652	0	0	2	0	15	0	1729
G013653	96	177	304	154	213	248	830
G013654	167	326	269	203	264	281	912.5
G013655	0	0	0	0	0	0	2906
G013656	0	0	0	0	0	0	759
G013657	0	0	0	0	0	0	3291
G013658	3	56	78	135	17	37	6810
G013659	683	841	547	388	732	885	975
G013660	0	0	0	0	0	0	1464
G013661	0	0	7	0	0	2	4564.5
G013662	2060	2622	2044	2232	1882	2835	641
G013663	0	0	0	0	0	6	1698.5
G013664	20	13	57	25	18	20	1785
G013665	1041	1383	807	486	1358	758	1433
G013666	143	57	126	56	183	115	567
G013667	414	479	571	794	563	836	1957
G013668	0	3	12	0	0	0	572
G013669	1344	1173	1092	967	1289	1193	743
G013670	1799	2644	2868	1888	3089	2896	10531
G013671	2417	3300	1920	1588	2435	2094	1072
G013672	91	22	30	19	38	64	3161
G013673	0	0	0	0	0	0	995
G013674	1	0	1	0	0	3	372.5
G013675	2032	1729	1301	1264	1770	2088	581
G013676	7	0	0	0	0	0	1857.5
G013677	149	179	434	207	197	362	566
G013678	0	0	0	0	0	0	757
G013679	1320	1453	2108	1597	2179	1582	776.5
G013680	0	0	0	0	0	1	1520
G013681	3138	2631	2569	2313	3220	3490	753
G013682	634	791	911	991	950	1186	1462
G013683	42	173	337	273	170	219	1751
G013684	157	188	107	115	199	93	860
G013685	0	0	0	0	0	6	1114
G013686	0	0	0	0	0	0	2402
G013687	0	0	0	0	0	6	898
G013688	0	0	12	0	0	3	967
G013689	0	0	0	0	0	0	1146
G013690	0	5	0	0	16	6	722
G013691	0	0	0	0	0	0	1429
G013692	0	6	0	0	0	0	1548
G013693	0	0	0	0	0	0	1612
G013694	0	0	0	0	0	0	999
G013695	81	37	50	75	19	59	769
G013696	0	0	0	0	0	0	596
G013697	0	17	7	0	0	0	763
G013698	24	40	102	76	49	57	1773.5
G013699	1437	1423	714	726	1445	1171	695
G013700	0	0	8	0	1	0	2685
G013701	31	29	19	7	6	0	1406
G013702	322	290	464	207	230	485	552.5
G013703	469	674	410	329	430	475	1559
G013704	881	799	665	705	813	859	1383
G013705	1028	1455	1200	1026	946	1820	996
G013706	2266	2495	2426	1958	2841	2323	793
G013707	0	0	0	0	0	0	2174
G013708	95	74	94	130	67	89	1166
G013709	371	529	774	878	876	406	1987.5
G013710	576	521	279	246	543	415	878
G013711	2108	1698	1440	1284	1681	1912	1231
G013712	0	0	0	0	0	0	1968
G013713	554	889	638	494	761	753	617
G013714	125	90	85	129	147	146	1005
G013715	0	0	0	0	0	0	971
G013716	1372	1491	900	605	1668	1070	787
G013717	281	485	817	950	280	1092	1325
G013718	0	0	0	0	0	0	424
G013719	0	0	0	0	0	0	1181
G013720	89	50	159	82	122	134	1584
G013721	0	0	5	0	0	0	765.5
G013722	0	0	0	0	0	0	2372.5
G013723	68	56	50	39	66	112	1672
G013724	0	6	0	20	0	0	4154
G013725	0	0	0	0	0	0	1498
G013726	281	323	230	155	200	228	1256
G013727	0	0	2	0	0	0	1722
G013728	86	117	41	74	109	66	1378
G013729	0	0	0	0	0	0	3469
G013730	1157	843	1630	1497	1876	1243	1501.5
G013731	8	37	38	16	33	26	1365
G013732	0	13	0	0	1	0	562
G013733	850	602	295	148	974	221	690
G013734	0	31	7	0	0	0	3078
G013735	3	6	6	0	1	3	656
G013736	3969	4394	3489	3504	3216	5363	798
G013737	39	44	72	44	40	81	2102.5
G013738	0	0	0	0	0	0	572.5
G013739	717	704	652	534	413	921	789
G013740	0	0	0	0	0	0	1253.5
G013741	0	0	0	0	0	0	2043
G013742	168	281	701	613	295	598	726
G013743	0	0	14	0	6	34	2365
G013744	30	6	30	53	22	40	1841.5
G013745	3983	4375	4258	3759	3992	5341	913
G013746	0	0	5	0	0	10	983
G013747	0	0	0	0	0	0	935
G013748	153	211	215	282	189	303	842.5
G013749	0	0	0	0	0	0	1510
G013750	0	0	17	0	0	13	7359
G013751	2691	3003	3020	2932	2451	3224	1797
G013752	1724	1761	2726	2344	1951	3087	2024
G013753	0	0	0	0	0	0	1692
G013754	895	1164	369	353	872	535	763
G013755	809	800	1096	964	761	1169	3041
G013756	31	50	41	44	50	70	2067
G013757	0	0	9	22	0	23	906
G013758	0	0	0	0	0	0	907.5
G013759	263	297	260	216	317	316	1560
G013760	4	8	3	1	10	7	802.5
G013761	48	0	7	0	68	2	1768
G013762	111	219	269	283	188	136	2590.5
G013763	0	2	0	0	2	0	2200.5
G013764	303	634	949	782	495	889	2012.5
G013765	362	358	207	273	544	268	3584
G013766	748	799	883	451	1133	470	591.5
G013767	71	80	64	59	91	178	1584
G013768	2	18	5	0	54	36	1798
G013769	6	2	4	0	6	4	1782
G013770	0	0	3	0	0	0	592
G013771	1325	1096	2853	2400	1566	2130	5354
G013772	489	399	379	303	400	327	1617
G013773	0	0	23	0	0	5	1982
G013774	737	1259	1316	844	1332	1510	2816
G013775	0	23	39	0	69	14	2887
G013776	1	0	0	0	0	11	2905.5
G013777	1	0	0	18	0	0	2138
G013778	0	0	0	0	0	0	641.5
G013779	1510	1348	1704	1400	1164	2091	2002
G013780	0	0	0	0	0	0	2700.5
G013781	0	0	0	0	0	0	4467.5
G013782	714	865	637	755	912	797	2793
G013783	27	79	57	42	71	60	2229
G013784	0	0	14	0	0	0	758.5
G013785	16	9	0	0	0	0	1957
G013786	0	0	0	0	0	0	2618
G013787	1	6	6	2	22	11	317
G013788	199	303	459	282	246	518	892.5
G013789	119	46	72	114	122	69	2870.5
G013790	0	16	8	19	1	12	421
G013791	0	20	11	0	0	8	3108
G013792	443	414	515	596	454	686	2532
G013793	33	3	3	14	7	19	1465
G013794	0	0	10	0	0	0	1080
G013795	534	621	2071	1843	885	1948	1986
G013796	0	2	6	0	0	7	841
G013797	1217	1391	2209	1753	1404	1802	973.5
G013798	1139	1156	1006	935	978	1129	809.5
G013799	1035	847	1371	1130	1076	1931	693
G013800	834	1107	1665	998	1658	1601	4726
G013801	407	408	485	475	437	579	1663
G013802	0	0	0	0	0	0	864.5
G013803	486	903	523	281	848	618	782
G013804	32	25	24	12	10	30	994
G013805	0	0	0	0	0	0	1319
G013806	631	476	666	526	748	484	860
G013807	166	312	194	266	253	240	1572
G013808	0	9	2	0	1	3	884
G013809	185	210	263	92	244	251	2660.5
G013810	0	0	1	0	0	0	3895
G013811	0	0	4	0	0	0	2669
G013812	26	67	29	25	37	73	2025
G013813	1146	1342	898	978	1417	1213	1383.5
G013814	0	0	0	0	0	0	1582
G013815	170	186	162	88	234	182	1883
G013816	6	0	3	1	5	0	1089
G013817	0	0	0	0	0	0	1042.5
G013818	0	0	8	0	0	12	1082
