Gene_id	A1	A2	B1	B2	A3	B3	length
G033555	0	0	0	0	0	0	678
G033556	0	0	0	0	0	0	398
G033557	0	0	0	0	0	0	920
G033558	1	1	0	0	0	0	904
G033559	0	0	0	0	0	0	467
G033560	0	0	0	0	0	0	186
G033561	0	0	0	0	13	0	2264
G033562	2	0	0	0	0	0	698
G033563	0	0	0	0	9	0	2851
G033564	0	0	0	0	0	0	613
G033565	0	0	1	0	0	2	1223
G033566	0	2	1	0	1	0	629
G033567	0	0	0	0	0	0	5233
G033568	0	0	1	0	0	0	658
G033569	0	0	0	0	0	0	745
G033570	3	0	8	1	1	0	951
G033571	47	43	82	94	57	55	751
G033572	0	0	0	0	0	0	457
G033573	0	0	13	19	0	6	664
G033574	0	0	0	0	0	0	491
G033575	0	0	0	0	0	0	564
G033576	0	0	0	0	0	0	546.5
G033577	0	0	0	0	0	1	591
G033578	0	9	0	0	0	4	949.5
G033579	0	0	0	0	0	0	929
G033580	0	0	0	0	0	0	794
G033581	0	0	0	0	0	0	1028
G033582	0	0	0	0	0	0	310
G033583	0	0	8	0	10	0	1429.5
G033584	0	0	0	0	0	0	284
G033585	299	192	222	150	183	240	152
G033586	0	0	4	0	0	0	61
G033587	0	0	0	0	0	2	60
G033588	0	0	0	0	0	0	85
G033589	0	0	0	0	0	0	135
G033590	8	0	0	0	0	0	131
G033591	0	0	5	0	0	0	101
G033592	0	0	0	0	0	0	126
G033593	0	0	0	0	0	0	174
G033594	0	0	0	0	0	0	110
G033595	0	0	0	0	0	2	104
G033596	0	0	0	0	0	0	91
G033597	0	0	0	0	0	0	143
G033598	0	0	0	0	0	0	62
G033599	0	0	0	0	0	0	106
G033600	0	0	0	0	0	0	265
G033601	0	0	0	0	0	0	71
G033602	14	5	12	0	0	8	53
G033603	0	0	0	0	0	3	97
G033604	12	27	3	0	0	7	76
G033605	0	0	0	0	0	0	95
G033606	0	0	0	0	0	0	99
G033607	0	0	0	0	0	0	96
G033608	0	0	0	0	0	0	43
G033609	0	0	3	20	0	12	103
G033610	0	0	0	0	0	0	252
G033611	63	33	89	68	42	60	74
G033612	0	1	0	0	0	0	85
G033613	0	0	0	0	0	0	212
G033614	0	0	0	0	0	0	288
G033615	0	0	0	0	0	0	97
G033616	0	0	0	0	0	0	81
G033617	0	0	0	0	0	0	93
G033618	0	0	0	0	0	0	96
G033619	14	0	0	0	0	0	95
G033620	0	0	0	0	0	0	100
G033621	0	0	0	0	0	0	87
G033622	0	0	1	0	0	0	71
G033623	0	0	0	21	0	0	39
G033624	0	0	0	0	0	0	127
G033625	0	0	0	0	0	0	92
G033626	0	0	0	0	0	0	136
G033627	0	0	0	0	0	4	132
G033628	0	0	0	0	0	0	110
G033629	0	0	0	0	0	0	72
G033630	1058	621	1626	707	966	1391	91
G033631	0	0	0	0	0	0	244
G033632	0	0	5	0	0	0	107
G033633	0	0	0	0	0	0	108
G033634	0	0	0	0	0	0	78
G033635	0	0	0	0	0	0	115
G033636	0	0	0	0	0	0	102
G033637	0	0	0	0	0	0	130
G033638	0	0	0	0	0	0	107
G033639	0	0	0	0	0	0	134
G033640	0	0	0	0	0	0	80
G033641	0	0	0	0	0	0	126
G033642	0	0	0	0	0	0	144
G033643	39	14	29	0	0	2	142
G033644	0	0	0	0	0	0	93
G033645	0	0	1	0	0	0	110
G033646	0	0	0	0	0	0	73
G033647	0	0	0	0	0	0	276
G033648	0	0	0	0	0	3	104
G033649	0	0	0	0	0	0	116
G033650	0	0	0	0	0	0	268
G033651	0	0	0	0	1	0	103
G033652	0	0	0	0	0	0	95
G033653	0	0	0	0	0	0	132
G033654	0	0	0	0	0	0	93
G033655	0	0	0	0	0	0	171
G033656	0	0	0	0	0	1	108
G033657	0	0	2	16	18	11	97
G033658	0	0	0	0	0	0	86
G033659	0	0	0	0	0	0	124
G033660	0	0	0	0	0	0	103
G033661	0	0	0	0	0	1	60
G033662	0	0	0	0	0	0	345
G033663	0	0	0	0	0	0	72
G033664	0	6	0	0	0	0	127
G033665	0	0	0	0	0	0	87
G033666	0	0	0	0	0	0	135
G033667	0	0	0	0	0	0	104
G033668	0	0	0	0	0	0	144
G033669	0	0	0	0	0	0	146
G033670	0	0	0	0	0	0	224
G033671	0	0	0	0	0	0	77
G033672	0	0	0	0	0	0	103
G033673	0	0	1	0	0	5	83
G033674	0	0	0	0	0	0	143
G033675	0	0	3	0	0	0	74
G033676	0	0	3	0	0	0	101
G033677	0	0	7	12	0	0	109
G033678	0	0	0	0	0	0	103
G033679	0	0	0	0	0	0	96
G033680	0	0	0	0	0	0	105
G033681	0	0	0	0	0	0	103
G033682	0	0	0	0	0	0	108
G033683	1	1	2	0	1	0	109
G033684	0	0	0	0	0	0	110
G033685	0	0	0	0	0	0	129
G033686	1052	783	1032	836	859	926	92
G033687	0	0	0	0	0	0	55
G033688	0	0	0	0	0	0	71
G033689	3856	2884	4244	2048	3727	4626	74
G033690	0	0	0	0	0	0	149
G033691	0	0	0	0	0	0	75
G033692	0	0	0	0	0	1	96
G033693	0	0	0	0	0	0	103
G033694	0	0	0	0	0	0	64
G033695	0	0	0	0	0	0	107
G033696	0	0	8	0	0	0	183
G033697	0	0	0	0	0	0	141
G033698	0	0	0	0	0	6	103
G033699	0	0	0	0	0	0	75
G033700	0	0	0	0	0	0	127
G033701	0	0	0	0	0	0	73
G033702	0	0	0	0	0	0	107
G033703	6091	5660	9269	3570	5355	8076	88
G033704	0	0	0	0	0	0	131
G033705	0	0	0	0	0	0	109
G033706	0	0	0	0	0	5	91
G033707	0	0	4	0	0	0	62
G033708	0	0	0	0	0	0	88
G033709	13	7	15	9	13	7	87
G033710	0	0	0	0	0	0	142
G033711	0	0	0	0	0	0	110
G033712	0	0	0	0	14	0	113
G033713	0	0	1	0	0	0	137
G033714	0	0	0	0	0	0	85
G033715	0	0	0	0	0	0	80
G033716	0	0	0	0	0	0	68
G033717	0	0	0	0	0	0	97
G033718	0	0	0	0	0	0	95
G033719	0	0	8	0	0	0	104
G033720	0	0	0	0	0	0	119
G033721	0	0	0	0	0	0	106
G033722	0	0	0	0	0	0	91
G033723	0	0	0	0	0	0	74
G033724	0	0	0	0	0	4	125
G033725	0	0	1	0	0	0	96
G033726	1660	1538	2196	1476	3102	1973	92
G033727	0	0	0	0	0	0	178
G033728	0	9	0	0	0	0	61
G033729	11	6	3	0	4	3	74
G033730	0	0	0	0	0	0	95
G033731	0	0	0	0	0	0	87
G033732	0	0	0	0	0	0	266
G033733	0	0	0	0	0	0	134
G033734	0	3	0	0	0	0	247
G033735	0	0	0	0	0	0	91
G033736	0	0	3	0	0	0	114
G033737	0	0	0	0	0	0	104
G033738	0	0	0	0	0	0	78
G033739	0	0	0	0	0	0	90
G033740	0	0	0	0	0	0	104
G033741	0	0	0	0	0	0	111
G033742	0	0	0	0	0	14	111
G033743	0	0	0	0	0	0	107
G033744	0	0	0	0	0	0	126
G033745	0	0	0	0	0	0	184
G033746	0	0	1	0	0	0	73
G033747	0	0	0	0	0	0	166
G033748	0	0	0	0	0	0	95
G033749	0	0	0	0	0	0	106
G033750	0	0	6	0	0	0	104
G033751	0	0	0	0	0	0	68
G033752	0	16	7	0	16	0	518
G033753	0	0	0	0	0	0	108
G033754	0	0	0	0	0	0	96
G033755	0	0	10	0	0	0	92
G033756	0	0	0	0	0	0	121
G033757	0	0	0	0	0	0	271
G033758	0	0	0	0	0	0	105
G033759	0	0	0	0	0	0	103
G033760	0	0	0	0	0	0	135
G033761	0	0	0	0	0	0	103
G033762	0	0	0	0	0	0	106
G033763	0	8	11	0	0	4	275
G033764	0	0	0	0	0	0	260
G033765	0	0	0	0	0	0	100
G033766	0	0	0	0	0	0	103
G033767	0	0	0	0	7	0	94
G033768	0	0	0	5	0	0	104
G033769	0	0	0	0	0	0	98
G033770	0	0	0	0	0	0	64
G033771	0	0	0	0	0	0	92
G033772	0	0	0	0	1	0	105
G033773	0	0	4	0	0	0	111
G033774	0	0	0	0	0	0	90
G033775	0	0	0	0	0	0	65
G033776	0	16	11	15	0	17	66
G033777	0	0	0	0	0	0	103
G033778	0	0	0	0	0	9	106
G033779	0	0	0	0	0	0	108
G033780	0	0	0	0	0	0	72
G033781	0	0	0	0	0	0	92
G033782	0	0	0	0	0	0	117
G033783	0	0	0	0	0	0	115
G033784	0	0	0	0	0	5	131
G033785	0	0	0	0	0	0	39
G033786	0	0	0	0	0	0	96
G033787	0	0	0	0	0	10	86
G033788	0	0	0	0	13	0	113
G033789	0	0	0	0	0	0	108
G033790	0	0	0	0	0	0	65
G033791	0	0	0	0	0	0	93
G033792	0	0	4	0	0	0	128
G033793	0	0	0	0	3	0	107
G033794	0	0	0	0	0	5	89
G033795	1	0	0	0	0	0	93
G033796	0	0	7	0	0	0	54
G033797	0	0	0	0	0	0	107
G033798	0	0	0	0	0	0	100
G033799	0	0	0	0	0	0	135
G033800	26	43	27	0	26	10	87
G033801	0	0	0	0	0	0	299
G033802	0	0	0	0	0	0	104
G033803	0	0	0	0	0	0	124
G033804	0	0	0	0	0	0	100
G033805	0	0	0	19	11	0	62
G033806	0	0	4	0	0	0	110
G033807	0	0	0	0	0	0	96
G033808	0	0	0	0	0	0	111
G033809	0	0	0	0	0	0	250
G033810	0	0	0	0	0	0	104
G033811	3148	2213	3423	1786	2979	3698	95
G033812	0	0	0	0	0	0	92
G033813	0	0	0	0	0	0	87
G033814	0	0	0	0	0	0	102
G033815	0	0	0	0	0	0	84
G033816	0	0	0	0	0	0	89
G033817	0	0	0	0	0	0	56
G033818	0	9	0	0	0	12	136
G033819	0	0	0	0	0	0	79
G033820	0	0	0	0	0	0	91
G033821	0	0	0	0	0	0	67
G033822	0	0	0	0	0	0	132
G033823	0	0	0	0	0	0	83
G033824	0	0	0	0	0	0	72
G033825	0	0	0	0	0	0	80
G033826	0	0	12	0	0	0	103
G033827	0	0	3	0	0	0	96
G033828	0	0	0	0	0	0	87
G033829	0	0	0	0	0	0	98
G033830	0	0	0	0	0	0	98
G033831	0	0	0	0	0	0	160
G033832	0	0	2	0	0	0	130
G033833	0	0	0	0	0	0	100
G033834	0	0	0	0	0	0	232
G033835	0	0	0	0	0	0	142
G033836	0	1	0	0	1	0	102
G033837	0	0	0	0	0	0	103
G033838	0	0	0	0	0	0	129
G033839	13	3	14	0	0	0	77
G033840	0	0	0	0	0	5	287
G033841	0	0	0	0	0	0	125
G033842	0	0	4	0	0	0	90
G033843	0	0	0	0	0	0	77
G033844	0	0	2	0	4	0	139
G033845	0	0	0	0	0	0	293
G033846	0	0	1	0	0	0	72
G033847	31	0	3	0	31	12	108
G033848	0	0	0	0	0	0	113
G033849	0	0	0	0	0	0	272
G033850	0	0	0	0	0	4	100
G033851	0	0	0	0	0	0	105
G033852	0	0	0	0	0	0	72
G033853	0	0	4	0	0	0	129
G033854	0	0	0	0	0	0	90
G033855	0	0	0	0	0	0	156
G033856	0	0	0	0	0	0	99
G033857	0	0	0	0	0	0	297
G033858	0	0	0	0	0	0	107
G033859	0	0	0	0	0	0	99
G033860	5	0	0	0	1	0	115
G033861	0	0	5	0	0	0	143
G033862	0	0	0	0	0	0	105
G033863	0	0	2	0	0	0	56
G033864	0	0	0	0	0	0	63
G033865	0	0	1	0	0	0	92
G033866	0	0	0	0	0	0	102
G033867	0	0	0	0	0	0	146
G033868	0	0	0	0	0	0	103
G033869	0	0	0	0	0	0	104
G033870	0	0	0	0	0	0	127
G033871	0	0	11	0	0	0	166
G033872	0	0	0	0	0	0	84
G033873	0	0	8	24	0	0	136
G033874	0	0	0	0	0	0	115
G033875	0	0	0	0	0	0	110
G033876	0	0	1	12	0	2	106
G033877	2	6	8	3	3	5	74
G033878	0	0	0	0	0	0	124
G033879	0	0	0	0	0	0	97
G033880	0	0	0	0	0	0	73
G033881	0	0	0	0	0	0	79
G033882	0	0	0	0	0	0	100
G033883	0	0	0	0	0	0	224
G033884	0	0	0	0	0	0	102
G033885	0	0	1	0	0	0	81
G033886	0	0	0	0	0	0	124
G033887	0	0	0	0	0	0	314
G033888	0	0	0	0	0	0	75
G033889	0	0	0	0	0	0	137
G033890	0	0	0	0	0	0	116
G033891	0	0	0	0	0	4	314
G033892	0	0	5	0	0	0	328
G033893	0	0	0	0	0	4	77
G033894	0	0	0	0	0	0	91
G033895	0	0	0	0	0	1	102
G033896	0	0	2	0	0	0	80
G033897	0	9	0	0	0	0	121
G033898	0	0	7	0	18	4	134
G033899	0	0	0	0	0	0	115
G033900	0	0	0	0	0	0	370
G033901	0	0	0	0	0	0	95
G033902	13	0	1	0	0	0	65
G033903	0	0	0	0	0	4	198
G033904	0	0	0	0	0	0	121
G033905	0	0	0	0	0	0	84
G033906	0	0	0	0	0	10	1131
G033907	0	0	0	0	0	0	715
G033908	33	8	28	16	10	0	2355
G033909	0	0	0	0	0	1	1111
G033910	0	0	0	0	0	0	582
G033911	0	0	0	0	0	9	490
G033912	0	0	0	0	0	0	707.5
G033913	0	0	0	0	0	0	407
G033914	0	0	0	0	1	0	625
G033915	0	0	0	0	0	0	1806
G033916	0	5	0	1	0	1	982
G033917	0	0	0	0	0	0	283
G033918	0	0	1	0	0	0	2202.5
G033919	0	0	0	0	0	0	570
G033920	0	0	0	0	0	0	342
G033921	0	0	0	0	0	0	608
G033922	0	0	0	0	0	0	559
G033923	0	0	0	0	0	0	346
G033924	0	0	0	0	0	0	476
G033925	0	0	0	0	0	0	531.5
G033926	0	0	0	0	0	0	527
G033927	0	0	0	0	0	0	602.5
G033928	0	0	0	0	0	0	898
G033929	0	0	0	0	0	0	736
G033930	22	13	12	0	6	21	1133
G033931	0	0	0	0	0	0	1794
G033932	1	1	0	0	0	3	481
G033933	0	0	0	0	2	0	435
G033934	52	45	82	46	86	13	4747
G033935	1	14	4	7	1	18	733.5
G033936	0	0	0	0	0	0	624
G033937	0	0	0	0	0	0	602
G033938	0	0	1	0	0	0	164
G033939	0	0	15	0	0	0	587
G033940	12	0	0	0	0	0	735
G033941	6	20	19	27	6	12	384.5
G033942	9	0	0	0	0	8	570
G033943	0	0	0	0	0	0	375
G033944	0	0	0	0	0	0	846
G033945	1	1	2	24	1	9	205
G033946	0	4	0	0	0	0	436
G033947	0	0	6	0	0	0	1360
G033948	0	0	0	0	0	0	458
G033949	0	0	0	0	0	0	1129
G033950	0	0	0	0	0	0	689.5
G033951	0	0	0	0	0	0	471
G033952	0	0	0	0	0	0	670
G033953	0	0	0	0	0	0	581.5
G033954	0	0	1	0	0	0	322
G033955	0	0	0	0	0	0	1298
G033956	114	90	129	163	85	79	2750
G033957	0	7	0	0	0	0	1296
G033958	3	9	0	3	0	0	276
G033959	0	0	0	0	0	0	520.5
G033960	15	42	2	50	0	9	885
G033961	0	0	0	0	0	0	795
G033962	18	11	9	0	21	13	494
G033963	0	0	0	1	0	0	1117
G033964	33	66	82	11	27	67	671
G033965	0	0	0	1	0	0	204
G033966	0	0	5	0	0	0	1022
G033967	0	0	0	0	0	0	1277
G033968	0	0	0	0	0	0	489
G033969	10	2	2	1	0	17	2053
G033970	0	2	0	1	16	0	814
G033971	0	0	0	0	0	0	553
G033972	0	3	0	0	0	0	850
G033973	0	0	0	0	0	0	279
G033974	0	1	0	0	0	0	869
G033975	0	0	0	0	0	0	138
G033976	1	0	0	0	0	0	186
G033977	0	0	0	0	0	0	277
G033978	0	0	0	0	1	0	280
G033979	0	0	0	0	0	0	444
G033980	0	0	0	0	0	0	301
G033981	33	6	104	58	68	167	3592
G033982	49	17	86	58	63	63	1766
G033983	0	0	0	0	0	0	347
G033984	0	0	0	16	0	0	638
G033985	0	0	0	0	0	0	777
G033986	0	0	0	0	0	0	339
G033987	0	0	0	0	0	0	225
G033988	0	0	0	0	0	0	533
G033989	0	0	0	0	0	0	811.5
G033990	0	0	0	0	0	0	467
G033991	15	2	0	0	0	0	805
G033992	304	472	215	154	472	298	4232
G033993	0	0	0	0	0	0	2260.5
G033994	0	0	0	0	0	0	362
G033995	0	0	0	1	0	0	427
G033996	0	0	0	0	0	12	572
G033997	0	0	9	0	0	7	5391
G033998	0	0	23	0	0	2	554.5
G033999	0	0	0	0	0	0	719
G034000	0	0	2	0	0	0	4171
G034001	0	0	0	0	0	0	835
G034002	160	177	198	206	298	242	1378
G034003	0	0	0	0	0	0	58
G034004	0	2	1	0	0	0	472
G034005	0	0	0	0	0	0	2012
G034006	0	0	0	0	0	0	253
G034007	0	0	0	0	0	0	674
G034008	9	36	9	26	23	0	557
G034009	20	6	9	0	0	0	1309
G034010	0	0	0	0	11	0	2527
G034011	0	0	9	13	8	11	4599
G034012	0	0	2	0	0	0	397
G034013	0	0	0	0	0	0	757
G034014	41	69	57	34	72	83	1357
G034015	0	0	0	0	9	0	5607
G034016	0	0	2	0	0	0	1053.5
G034017	0	0	0	0	0	0	640.5
G034018	0	0	0	14	0	0	573
G034019	0	0	0	0	0	0	1980
G034020	0	0	0	0	0	0	214
G034021	13	22	9	0	0	1	489.5
G034022	0	0	0	0	0	0	380
G034023	0	0	0	0	0	0	1199
G034024	0	0	0	19	1	16	2026
G034025	0	0	0	0	0	0	295
G034026	0	0	0	0	0	0	298
G034027	8	1	20	2	36	21	1108
G034028	0	2	1	0	0	0	307
G034029	0	0	0	0	0	0	371
G034030	0	0	0	0	0	0	478
G034031	9	8	2	1	14	1	2149
G034032	0	0	0	0	0	0	244
G034033	0	0	2	0	0	0	533.5
G034034	2	0	0	0	1	0	533
G034035	71	57	77	33	76	57	1001
G034036	0	0	0	0	0	0	465
G034037	0	0	0	0	0	12	836
G034038	0	0	0	0	0	0	265
G034039	1	1	5	1	1	10	317
G034040	0	0	0	0	0	0	513
G034041	0	0	0	0	0	0	574
G034042	0	0	0	0	1	0	255
G034043	0	0	0	0	0	0	658
G034044	1919	2178	4170	2829	3205	3027	4892
G034045	0	0	0	0	0	0	488
G034046	0	0	0	0	0	0	562
G034047	0	0	0	0	0	0	474
G034048	0	0	0	0	0	0	398
G034049	0	0	0	0	0	0	379
G034050	0	0	0	0	0	0	381
G034051	493	667	259	246	481	301	1145.5
G034052	0	0	0	0	0	0	594
G034053	0	0	10	0	0	0	652
G034054	2	0	1	0	0	13	708
G034055	0	0	0	0	0	0	780
G034056	0	5	14	0	0	21	837
G034057	0	0	0	0	0	0	646
G034058	0	0	0	0	0	0	310
G034059	0	0	0	0	0	0	1119
G034060	0	9	0	0	0	0	770
G034061	0	0	0	0	0	0	224
G034062	0	0	0	0	0	0	169
G034063	0	0	4	26	0	14	630
G034064	0	0	0	0	0	0	505
G034065	0	0	0	0	15	0	666
G034066	0	0	0	0	0	0	782.5
G034067	0	9	0	0	0	0	359
G034068	0	0	2	0	0	7	325
G034069	0	0	0	0	0	0	441
G034070	0	0	0	0	0	0	371
G034071	0	0	0	0	1	1	911
G034072	16	0	0	0	0	1	587
G034073	0	0	0	0	0	0	554
G034074	0	0	0	0	0	0	4533
G034075	0	0	1	0	0	0	502.5
G034076	0	44	17	1	0	27	470
G034077	0	0	4	0	0	0	1069
G034078	0	0	0	0	0	0	651
G034079	0	0	0	0	0	10	779
G034080	9	1	1	1	11	9	444
G034081	0	0	0	0	0	0	1480
G034082	39	43	13	29	58	30	636
G034083	0	0	0	0	0	0	513
G034084	0	0	0	0	0	0	293
G034085	0	0	1	1	6	0	1100
G034086	0	0	0	0	0	0	519
G034087	0	0	0	0	0	0	477
G034088	0	0	0	0	0	0	734
G034089	0	0	0	0	0	3	553
G034090	0	0	0	0	0	0	528
G034091	0	0	0	0	0	0	771
G034092	0	0	0	0	0	0	570.5
G034093	0	0	1	0	0	1	344
G034094	0	0	7	0	0	0	905
G034095	0	0	4	0	0	0	1690
G034096	0	0	0	0	0	0	328
G034097	0	0	3	0	0	0	577
G034098	0	0	0	0	0	0	338
G034099	0	0	4	0	0	0	199
G034100	8	0	1	0	0	0	587
G034101	0	0	0	0	0	0	252
G034102	0	0	0	0	0	0	528
G034103	0	0	0	0	0	0	585.5
G034104	0	1	4	0	0	4	1015
G034105	0	0	4	0	0	9	519
G034106	13	0	0	0	23	0	4602
G034107	0	0	0	0	0	0	510
G034108	7	45	120	48	48	137	2791
G034109	0	0	0	0	0	0	313
G034110	0	0	0	0	0	0	826
G034111	0	4	0	0	0	0	346
G034112	0	0	0	0	0	0	1124
G034113	0	0	0	0	0	0	619
G034114	3	4	4	2	0	14	770
G034115	0	0	0	0	0	0	854
G034116	0	5	0	0	0	0	556
G034117	0	0	0	0	0	0	3059
G034118	0	0	0	0	0	0	330
G034119	0	0	0	0	0	0	412
G034120	0	0	0	0	0	0	399
G034121	0	0	0	0	0	0	440
G034122	6	1	9	0	10	33	2067
G034123	85	183	80	150	122	66	474
G034124	0	0	0	0	0	0	1845
G034125	47	63	92	75	103	149	2301
G034126	0	0	5	0	0	0	373.5
G034127	0	0	0	0	0	0	445
G034128	0	0	0	0	0	0	283
G034129	0	0	0	0	0	0	429
G034130	0	0	0	0	0	0	595
G034131	0	0	0	0	0	0	610
G034132	0	0	1	0	0	0	556
G034133	0	7	8	7	0	5	4605
G034134	0	17	14	0	16	36	521
G034135	3	0	4	6	2	3	1162
G034136	0	0	0	0	0	0	819
G034137	0	0	0	0	0	0	353
G034138	1	0	0	1	0	2	1342
G034139	0	0	0	0	0	0	294
G034140	0	0	0	0	0	0	559
G034141	1	0	0	0	0	0	444
G034142	27	15	32	0	32	34	673.5
G034143	0	0	0	0	0	0	577.5
G034144	0	0	0	0	0	0	576
G034145	0	0	0	1	0	1	1406
G034146	0	12	0	0	0	0	1409
G034147	0	0	0	0	0	0	562
G034148	2	0	6	0	0	1	2260
G034149	0	10	3	0	0	15	544
G034150	0	0	0	0	0	0	1775
G034151	15	21	28	16	7	44	699
G034152	0	17	5	0	0	21	437.5
G034153	0	0	8	3	0	1	775
G034154	4	9	4	23	24	15	540
G034155	0	0	0	2	0	0	996
G034156	0	0	0	0	0	0	292
G034157	0	0	0	0	0	0	386
G034158	0	0	0	0	0	0	326
G034159	0	0	0	0	0	0	264
G034160	0	0	0	0	0	0	504
G034161	0	0	8	0	19	3	626.5
G034162	0	0	0	0	0	0	356
G034163	0	0	0	0	0	0	742
G034164	0	4	0	0	0	0	590
G034165	6	0	10	0	0	10	2568
G034166	0	0	0	0	0	0	280
G034167	0	0	0	0	0	0	557
G034168	13	18	17	1	4	8	957
G034169	10	2	9	16	24	10	1765
G034170	0	0	3	0	0	0	625
G034171	14	0	10	0	0	0	2372
G034172	0	0	2	0	0	0	120
G034173	0	0	0	0	0	0	850
G034174	0	0	0	0	0	0	2971
G034175	0	0	0	0	0	0	467
G034176	0	0	0	0	10	0	401
G034177	0	0	0	0	0	0	776
G034178	1	3	1	0	0	1	393
G034179	0	0	0	0	0	0	839
G034180	52	49	34	56	33	23	3832
G034181	0	0	0	0	0	0	582
G034182	0	0	0	0	0	0	642
G034183	0	25	0	0	0	8	666
G034184	0	4	0	15	31	17	3549
G034185	0	0	0	0	0	0	252
G034186	0	0	0	0	0	7	3014
G034187	0	0	0	0	0	0	545
G034188	26	79	117	94	82	127	713.5
G034189	2	4	1	1	0	2	851
G034190	0	0	0	0	0	7	850
G034191	0	0	2	1	0	0	454
G034192	0	0	0	0	0	0	535
G034193	0	0	0	0	0	0	911
G034194	0	0	0	0	0	0	667
G034195	0	0	0	0	0	0	476
G034196	0	0	3	0	0	0	2072
G034197	0	0	0	0	0	7	633
G034198	148	120	0	0	48	0	590
G034199	0	0	3	0	0	1	846
G034200	0	0	0	0	0	0	739
G034201	9	14	21	0	17	1	2968
G034202	0	6	10	29	8	0	2769
G034203	109	70	0	17	68	19	706
G034204	0	0	0	0	0	0	555
G034205	0	0	0	0	0	0	681
G034206	27	2	5	5	9	2	587
G034207	0	0	0	0	10	0	360
G034208	0	0	0	0	0	0	979
G034209	0	0	0	0	0	0	768
G034210	1	3	4	1	1	21	192
G034211	1	0	0	0	0	0	359
G034212	0	0	0	0	0	0	555
G034213	0	0	0	0	0	0	731
G034214	0	0	0	0	0	0	887
G034215	0	0	0	0	0	0	370
G034216	0	0	0	0	0	0	734
G034217	0	0	0	0	26	0	439
G034218	0	0	2	0	0	24	781
G034219	0	0	0	0	0	0	666
G034220	0	0	0	0	0	0	559
G034221	0	0	9	0	0	0	1789
G034222	0	0	0	0	14	0	347
G034223	0	23	35	18	0	37	773
G034224	0	0	0	0	0	0	583
G034225	153	145	228	342	248	189	2558
G034226	0	0	0	0	0	0	490
G034227	52	69	40	32	40	71	464
G034228	0	0	0	0	0	0	358
G034229	2925	3397	3231	2573	3785	3235	3673
G034230	0	0	3	0	0	0	549
G034231	1	0	0	0	0	0	283
G034232	0	0	0	0	0	0	1038
G034233	2	0	0	0	0	0	287.5
G034234	6504	6624	15705	10458	11248	12129	719
G034235	35	0	6	0	0	19	547
G034236	33	14	8	0	15	10	4605
G034237	0	0	0	0	0	0	892
G034238	4	1	2	8	0	4	352
G034239	468	537	558	415	878	723	3223
G034240	0	0	9	0	0	9	5684
G034241	0	0	0	0	0	3	1670
G034242	0	0	0	0	0	0	481
G034243	0	0	2	0	0	0	578
G034244	0	0	0	0	0	1	240
G034245	0	0	0	0	0	0	384
G034246	0	0	0	0	0	0	447
G034247	0	0	0	0	1	0	501
G034248	0	0	0	0	0	0	852
G034249	5	0	1	0	22	0	4605
G034250	0	0	0	0	0	0	455
G034251	0	0	1	0	0	0	568
G034252	0	11	0	0	0	0	553.5
G034253	0	0	0	0	6	4	701
G034254	0	0	0	0	0	0	562
G034255	0	0	0	0	0	0	1026
G034256	0	0	0	0	0	0	567
G034257	0	0	0	0	0	0	1027
G034258	0	1	0	0	0	0	460
G034259	0	0	0	0	0	0	488
G034260	12	11	7	19	40	6	864
G034261	0	0	1	0	0	0	454
G034262	2	1	10	0	0	0	514
G034263	0	0	0	0	0	0	863
G034264	0	0	0	0	0	0	940
G034265	267	130	340	204	358	333	5494
G034266	0	0	0	0	0	0	738
G034267	1	0	0	0	0	0	420
G034268	1	0	0	0	5	4	276
G034269	0	0	0	0	0	0	663
G034270	0	0	0	0	0	0	1144
G034271	0	0	0	0	0	0	412
G034272	0	0	0	0	0	0	273.5
G034273	0	0	0	0	0	0	37
G034274	0	0	11	1	0	0	1106
G034275	0	0	0	0	0	0	563
G034276	0	0	1	0	0	0	484
G034277	0	0	0	0	4	0	362
G034278	0	0	0	0	0	0	441
G034279	0	0	0	0	0	0	568
G034280	0	0	0	0	0	0	474
G034281	0	1	0	0	0	1	1182
G034282	0	6	0	0	0	0	387
G034283	0	0	0	0	0	0	817
G034284	0	0	1	0	1	0	1976
G034285	0	0	0	0	0	0	603
G034286	3	11	1	0	0	0	391
G034287	0	0	0	0	0	0	3086
G034288	0	0	0	0	0	0	564
G034289	0	0	1	0	0	0	274
G034290	0	0	0	0	0	0	609
G034291	0	0	0	0	0	0	778
G034292	13	11	3	0	13	0	4617
G034293	0	0	2	0	11	0	530
G034294	0	0	0	0	0	0	617
G034295	3	0	5	7	9	0	939
G034296	0	0	0	0	0	0	567
G034297	0	0	0	0	0	0	546
G034298	0	0	0	0	0	0	5131
G034299	0	0	0	0	0	0	588
G034300	0	0	0	0	0	0	1746
G034301	0	0	0	0	0	0	653
G034302	0	0	0	0	0	0	1200.5
G034303	0	9	16	0	0	0	3098
G034304	0	0	0	0	0	0	460
G034305	0	0	1	0	0	0	584
G034306	0	12	0	0	10	0	552.5
G034307	0	0	6	0	8	0	579
G034308	0	0	2	0	0	0	574
G034309	0	0	0	0	0	0	181
G034310	0	0	0	0	0	0	511
G034311	1	0	1	0	1	0	1168
G034312	0	0	0	0	0	0	422
G034313	0	0	0	0	0	6	1678
G034314	0	0	0	0	0	0	607
G034315	0	0	2	0	0	0	250
G034316	0	0	0	0	0	0	1176
G034317	0	2	4	0	2	5	1283
G034318	0	0	0	0	0	0	570.5
